galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,v_obs_segment_kms,v_vis_segment_kms,v_err_segment_kms,mass_bar_segment_msun,n_points,density_ref_gal_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_density_eff_msun_per_kpc3,alpha_geom_i,alpha_dens_i,Dw_i,sigma_i,beta_i,ell_info_kpc,c_info_gal,tau_struct_gal,S_i,I_int_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,eta_obs_i,I_ext_i,DeltaD_i
NGC4183,4,13.12,16.03,14.575,2.910000000000002,9.99,109.25,72.17567239808223,4.925,17653461947.61814,4,41664180.60558628,423.70836750000035,41664180.60558628,2.227742644593442,2.1697804341798363,2.198761539386639,0.043668722036945606,0.0010095344421102595,3.5,1.0,2.0,1836.768690935852,53818.74218015456,0.0,0.7518082456340839,0.72525973447441,0.33752592598240844,0.5462471651704597,29398.335348949273,0.4537528348295403
NGC4183,5,16.95,21.02,18.985,4.07,9.99,110.8,64.2317986909034,7.359999999999999,18211696928.989456,5,41664180.60558628,771.9168105000002,23592823.32145745,2.174800032282976,2.1033131299559136,2.139056581119445,0.05970495826719402,0.0023686115914218317,3.5,1.0,2.0,3336.44649622772,18333.90024375425,0.4867954223207514,1.0,0.1572006847738224,0.0,0.5451225448490239,9994.222357883456,0.4548774551509761
NGC4389,1,0.87,5.32,3.095,4.45,2.39,73.10000000000001,129.41212209049402,6.583333333333333,12051752833.602997,6,366126910.5563718,32.916872500000004,366126910.5563718,2.1916652385506428,2.267236328228428,2.2294507833895354,0.0,0.0,4.45,1.0,2.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5977199793976572,0.0,0.0
NGC5907,1,5.03,15.1,10.065,10.07,15.51,226.8,214.54029707471642,4.4,107713758420.55627,5,56853720.71159631,1572.0090704999998,68519807.195703,2.2506525151347017,2.212590988732082,2.2316217519333916,0.038958955188728606,0.0010191936864824387,10.07,1.0,2.0,2720.6968782776007,8050.199409009549,0.43613496235781707,0.0,0.7659715705758783,0.6588983635102869,0.5600222178288572,4508.290526998083,0.4399777821711428
NGC5907,2,17.61,25.16,21.384999999999998,7.550000000000001,15.51,228.0,208.05811317104434,4.5,215237634893.0507,4,56853720.71159631,2504.1941925000006,85950856.18267228,2.1788524634195157,2.2064731300698104,2.192662796744663,0.05422813731081444,0.003456544481268682,10.07,1.0,2.0,16110.797698729275,17285.81430191301,1.0,0.28729751776751605,1.0,1.0,0.8410195232395805,14537.707303002802,0.15898047676041951
NGC5907,3,27.68,37.75,32.715,10.07,15.51,217.0,174.22505643645147,2.0,230891421593.72415,5,56853720.71159631,5109.6151755,45187634.22748961,2.1265178520279027,2.1198131025956224,2.1231654773117627,0.048322979404680444,0.00041045392941217723,10.07,1.0,2.0,896.267659201676,6413.089233615179,0.7819325188210915,0.7997960503345543,0.3361252271257481,0.5574217506068954,0.7071438983736222,4534.976921276543,0.29285610162637776
NGC5907,4,40.26,50.33,45.295,10.07,15.51,215.8,148.05471556378245,3.6,230852402090.8278,5,56853720.71159631,7074.431281499999,32631937.876691043,2.1048872542055097,2.0871464216650946,2.096016837935302,0.027148639376460615,3.447590014663613e-07,10.07,1.0,2.0,0.305426382516524,1839.0301123652991,0.0,1.0,0.0,0.0,0.4240493561883223,779.8395351594431,0.5759506438116777
NGC5985,1,3.54,8.02,5.779999999999999,4.4799999999999995,5.619999999999999,254.42857142857142,171.006515332304,6.155714285714285,39300022435.63424,7,480240442.70134723,145.52652799999996,270054009.91655797,2.233750916951118,2.140173745820656,2.186962331385887,0.008945074490373628,6.333331194497136e-16,4.4799999999999995,1.0,2.0,1.5299131989122247e-09,534.6926465106048,0.0,0.0,0.4797107084422807,0.0,0.37092225678649515,198.32940313085726,0.6290777432135048
NGC5985,2,8.79,12.56,10.675,3.7700000000000014,5.62,298.6666666666667,212.8164177014081,9.28,112413323015.78105,6,480240442.70134723,226.17549500000007,497018136.36256665,2.167949020096726,2.1880854936943,2.1780172568955134,0.020870553389360058,1.9946854586287671e-07,4.4799999999999995,1.0,2.0,2.0690959131775983,1594.5167924490843,0.16437714096564862,0.06857293952663958,0.9698707134928822,0.23707423136307917,0.48714850018421285,776.7664639601132,0.5128514998157871
NGC5985,3,13.39,17.89,15.64,4.5,5.619999999999999,294.42857142857144,228.5514375976832,6.645714285714286,189952191648.14297,7,480240442.70134723,395.53559999999993,480240442.70134723,2.1234988570616236,2.16694359215271,2.145221224607167,0.02000324131609421,1.9830109745789354e-08,4.4799999999999995,1.0,2.0,0.19049528143115255,4824.334476117789,0.15242237754390076,0.3199873174888031,0.9422776295341843,0.47746977717782046,0.5621725823402072,2712.1085705120277,0.43782741765979283
NGC5985,4,18.72,22.52,20.619999999999997,3.8000000000000007,5.62,290.5,217.7049921384439,4.056666666666667,227229693128.4864,6,480240442.70134723,440.36072000000013,516008087.93410623,2.1111007225926772,2.1649208259339727,2.138010774263325,0.04435251092815107,0.0002853939746932822,4.4799999999999995,1.0,2.0,6531.599097388368,14659.937744257948,0.4880452365782521,0.37526262860222215,1.0,0.7188698097379782,0.7103712053145441,10413.997645224697,0.2896287946854559
NGC5985,5,23.23,34.72,28.975,11.489999999999998,5.619999999999999,291.85714285714283,203.18735566590126,4.497142857142857,278135514585.28076,7,480240442.70134723,1871.0258549999994,148654019.84799448,2.0563933600596447,2.056639045442085,2.0565162027508648,0.0814945715124602,0.0043313264118864546,4.4799999999999995,1.0,2.0,52471.834980366926,53483.644616135374,1.0,1.0,0.0,1.0,0.7971198334684033,42632.8738896971,0.20288016653159666
UGC01281,1,0.08,0.69,0.38499999999999995,0.61,11.31,7.756,7.517865646476006,4.0,5059289.0791038815,5,9546723.325059151,2.6561534999999994,1904742.733845722,3.5,2.195158531948089,2.847579265974044,0.08368643491270866,0.015711654335529516,2.0,1.0,2.0,2504.455436735594,824584.5620617756,0.0,0.7575994811814052,0.0,0.0,0.39621060942586683,326709.1518576576,0.6037893905741332
UGC01281,2,0.84,1.46,1.15,0.62,11.31,23.259999999999998,15.803338043385162,5.2059999999999995,66778267.22961664,5,9546723.325059151,8.064029999999999,8281004.315412598,3.5,2.3625314017735057,2.931265700886753,0.11197104237345967,0.021246089106140006,2.0,1.0,2.0,19700.068249672233,1206832.5426392453,0.16526224147906707,1.0,0.6419176489286877,0.34398699301309943,0.6220438826948829,750702.8005858539,0.3779561173051172
UGC01281,3,1.61,2.22,1.915,0.6100000000000001,11.31,37.14,21.642519103318925,4.880000000000001,208556650.21085298,5,9546723.325059151,13.211776500000003,15785662.905427815,3.129952180956751,2.452067921148333,2.791010051052542,0.13122739498233038,0.10886993444760118,2.0,1.0,2.0,225525.31262789402,1752370.1968804153,0.27777389642316425,0.5937448844306202,0.9237090075218359,0.6808349652581875,0.68132787588517,1193938.6640050104,0.3186721241148301
UGC01281,4,2.38,3.07,2.7249999999999996,0.69,11.31,48.379999999999995,25.118562460484434,6.388,399756665.6176082,5,9546723.325059151,21.265627499999997,18798253.924912784,2.898197237586401,2.439424584257783,2.668810910922092,0.18851771137475026,0.4084178601600267,2.0,1.0,2.0,1447352.7679947338,2427467.316211533,0.6125116549440972,0.23979104474675303,1.0,0.9751528557326663,0.7534106901077069,1828879.825920834,0.24658930989229316
UGC01281,5,3.46,4.99,4.225,1.5300000000000002,11.31,55.620000000000005,26.65534840303284,4.0,697967314.7328941,5,9546723.325059151,73.1106675,9546723.325059151,2.587673671026395,2.2402755855796883,2.4139746283030417,0.25483628261905045,0.7135012220964791,2.0,1.0,2.0,1735842.5065499244,2495178.0581213124,1.0,0.0,0.7040442707225791,1.0,0.7437013667332079,1855667.3320675315,0.25629863326679214
UGC04278,1,0.14,1.25,0.6950000000000001,1.1099999999999999,7.779999999999999,22.345999999999997,17.252937366659097,5.018,48100605.26856269,5,31383623.388630666,6.001880999999999,8014255.075794188,3.5,2.1710323032436505,2.8355161516218255,0.28927692971947927,0.31353504480973726,2.0,1.0,2.0,726880.5543283414,3262656.8830903205,1.0,1.0,0.0,0.7003959380695253,0.7544273746043191,2461437.6665445413,0.24557262539568095
UGC04278,2,1.52,2.63,2.075,1.1099999999999999,7.779999999999999,42.42,31.76649967257124,4.0,486851454.8092143,5,31383623.388630666,17.919284999999995,27169133.96986623,2.81282017153329,2.2796582722714023,2.546239221902346,0.20456881930033632,0.7976920972711736,2.0,1.0,2.0,4433538.900457814,5420202.54660344,0.677107779539917,0.0,0.5665877135224535,1.0,0.6355626248732393,3444878.1578638987,0.3644373751267607
UGC04278,3,2.91,4.01,3.46,1.0999999999999996,7.779999999999999,55.120000000000005,33.98739353469354,6.544,929290429.4012578,5,31383623.388630666,29.610679999999984,31383623.388630666,2.5957813696082113,2.2569756564340944,2.426378513021153,0.08815240450134132,0.43380445274413143,2.0,1.0,2.0,1200138.1791641032,3643966.1021440825,0.23334915375483845,0.09465761788558255,0.6335115306584471,0.7656363763187721,0.5220094716530881,1902184.8197019952,0.47799052834691197
UGC04278,4,4.29,5.4,4.845000000000001,1.1100000000000003,7.779999999999999,75.44,36.39439984531107,4.0,1492115874.9628184,5,31383623.388630666,41.84045100000001,35662040.90302034,2.488061185895786,2.2518076399035407,2.3699344128996636,0.041689639545345214,0.044163617525277636,2.0,1.0,2.0,65659.7120825961,1887911.2799215,0.05624137421492147,0.2897789508457493,0.6928224177174712,0.3774893147363528,0.4749838255390353,896727.3220154105,0.5250161744609647
UGC04278,5,5.68,6.69,6.1850000000000005,1.0100000000000007,7.779999999999999,89.08000000000001,48.335042283998504,10.664,3359723638.347649,5,31383623.388630666,48.600493000000014,69129414.76432447,2.4353695144747296,2.3583696692630003,2.3968695918688647,0.026935178969201168,0.02173487997844676,2.0,1.0,2.0,40470.632522920314,995933.9687278895,0.0,0.19666686273239353,1.0,0.0,0.45094622636375015,449112.6649053149,0.5490537736362499
UGC05721,1,0.09,0.81,0.45,0.7200000000000001,1.17,42.86,35.85206097057993,5.208,134487032.773804,5,338250959.87158346,0.37908000000000003,354772166.22824734,3.084805548460877,2.69664115968943,2.8907233540751536,0.31775910081633807,0.29240329403584886,2.0,1.0,2.0,32963232.861664787,165441734.68107304,1.0,0.9488716882216287,0.6064259091681283,0.8676275340539945,0.8620908940374779,142625812.96231747,0.13790910596252212
UGC05721,2,0.99,1.53,1.26,0.54,1.17,71.3,45.44545181502869,4.57,605049688.1466572,4,338250959.87158346,0.796068,760047744.8492557,2.491053674824551,2.65487483169308,2.5729642532588155,0.3043823451223844,0.7868540481753241,2.0,1.0,2.0,182034840.24932683,220611060.91127223,0.9497022213610636,0.0,1.0,1.0,0.7868588991526515,173589776.5295422,0.21314110084734852
UGC05721,3,1.71,2.67,2.19,0.96,1.17,82.12,40.42297225977421,7.4959999999999996,832032417.0998001,5,338250959.87158346,2.459808,338250959.87158346,2.259677546836042,2.304239780824728,2.281958663830385,0.21450081438426372,0.3618571108811868,2.0,1.0,2.0,26254581.166641317,154564796.30645168,0.6117397557059445,0.433219807804673,0.5817920908742029,0.8363466563890396,0.6860773604783814,106043407.47280905,0.3139226395216186
UGC05721,4,3.15,4.49,3.8200000000000003,1.3400000000000003,1.17,78.525,32.80303406408797,4.57,955720800.3313518,4,338250959.87158346,5.988996000000002,159579468.8010063,2.1494019204560963,2.1385233285244793,2.143962624490288,0.09490195906784837,0.023479359331012493,2.0,1.0,2.0,355580.90844677895,68703005.42711177,0.16203753434488083,0.8452946609879288,0.19372427211888682,0.4633899055084679,0.5189326281649329,35652231.16912076,0.48106737183506715
UGC05721,5,4.93,6.74,5.835,1.8100000000000005,1.17,78.7,31.605710564737638,4.57,1355225681.695731,5,338250959.87158346,12.356779500000004,109674667.39175288,2.0963306536345634,2.0879788377548123,2.092154745694688,0.051807878795600004,0.0003811707447672103,2.0,1.0,2.0,2165.816698238371,25087451.20751485,0.0,1.0,0.0,0.0,0.4240493561883223,10638317.53295262,0.5759506438116777
UGC05750,1,0.31,4.09,2.1999999999999997,3.78,2.64,25.28,19.55186144552288,7.7,195541322.45660406,5,8696545.294549238,21.95424,8906768.007300826,2.284775178399065,2.3089584332233937,2.2968668058112294,0.1932360320039792,0.3495117860300859,10.905000000000001,1.0,2.0,601547.7084815778,674092.8057488628,0.5,0.0,1.0,1.0,0.6822800206023427,459920.05339422513,0.3177199793976573
UGC05750,2,4.82,22.85,13.835,18.03,2.64,68.21666666666665,41.681157619043795,9.233333333333333,5588539864.334183,6,8696545.294549238,658.5349320000001,8486322.581797652,2.0383410299197946,2.1689205176947053,2.10363077380725,0.1932360320039792,0.12857820052758073,10.905000000000001,1.0,2.0,210850.67248396366,417818.6489604317,0.5,1.0,0.0,0.0,0.5181584845607328,216496.27796655006,0.48184151543926723
UGC05986,1,0.63,3.13,1.88,2.5,1.18,65.62,53.532946336351,2.6319999999999997,1252678973.9118457,5,280998407.210728,5.5459999999999985,225870712.93037254,2.202839410538599,2.2753450915742484,2.239092251056424,0.04310607812080125,0.002351526737358146,2.51,1.0,2.0,22895.4063289526,50145.72220430221,0.0,0.0,0.0,0.0,0.3408589221183252,17092.616819403418,0.6591410778816748
UGC05986,2,3.77,6.28,5.025,2.5100000000000002,1.18,113.0,72.79067351019327,3.068,6190520797.71245,5,280998407.210728,14.883045000000001,415944505.8260893,2.0940801956775545,2.2978921501936913,2.1959861729356227,0.053765618297356266,0.0035019750235899777,2.51,1.0,2.0,78316.4658327307,101937.64763289006,0.5,0.40087029114404177,1.0,1.0,0.7620026712814394,77676.75980040833,0.23799732871856058
UGC05986,3,6.9,9.41,8.155000000000001,2.51,1.18,111.6,59.828755730292514,4.101999999999999,6787089127.597766,5,280998407.210728,24.153478999999997,280998407.210728,2.065931902232632,2.197190126690791,2.1315610144617114,0.06442515847391128,0.0032834252118284575,2.51,1.0,2.0,59441.05134922817,83825.61009415772,1.0,1.0,0.3576648159320112,0.7242519327316351,0.8191023906931139,68661.7576294334,0.1808976093068862
UGC06667,1,0.87,3.5,2.185,2.63,7.93,49.525000000000006,14.461322096856858,3.5,106244653.66260938,4,5283780.848382281,45.5701415,2331453.231555346,2.6416196343184257,2.160575613510352,2.4010976239143886,0.10136600556891029,0.3769300308902104,3.0549999999999997,1.0,2.0,89079.91236576569,121113.69293927072,0.5,0.0,0.0,0.0,0.3810579869750399,46151.3400265516,0.6189420130249602
UGC06667,2,4.37,7.85,6.109999999999999,3.4799999999999995,7.93,82.53999999999999,31.2656471036617,3.34,1388723225.6972206,5,5283780.848382281,168.614004,8236108.465209216,2.3091584530189575,2.290304783671999,2.2997316183454783,0.10136600556891029,0.13866480912462506,3.0549999999999997,1.0,2.0,115765.89897149563,140415.3543947599,0.5,1.0,1.0,1.0,0.8559506438116775,120188.6129952396,0.14404935618832243
UGC06917,1,1.74,5.24,3.49,3.5,1.95,81.17999999999999,61.92095464486067,3.9799999999999995,3111289038.4167104,5,130149362.79198126,23.819250000000004,130620781.02445333,2.163882616002409,2.2568794830458025,2.2103810495241056,0.07270884445441439,0.018624639235172172,3.93,1.0,2.0,176883.5263948763,195929.83160592447,0.5,0.0,1.0,1.0,0.6822800206023427,133679.00954470367,0.31771997939765734
UGC06917,2,6.11,10.47,8.290000000000001,4.36,1.95,105.0,68.8610731755489,4.316666666666666,9139906423.706614,6,130149362.79198126,70.48158000000001,129677944.5595092,2.0795574852306355,2.1957869249087474,2.1376722050696912,0.07270884445441439,0.006851621873854858,3.93,1.0,2.0,64602.116692345175,116751.76445957547,0.5,1.0,0.0,0.0,0.5181584845607328,60495.917342165245,0.48184151543926723
UGC07089,1,0.87,3.5,2.185,2.63,9.19,37.974999999999994,36.64117958084035,4.3,682071619.6687983,4,33142347.834162552,52.8107945,12915382.662322914,2.6921941923766677,2.1445733329575205,2.4183837626670943,0.09966522139637402,0.4409146814590795,2.1799999999999997,1.0,2.0,567551.7590939109,623329.859134154,1.0,0.0,0.0,1.0,0.5977199793976572,372576.7105596111,0.40228002060234286
UGC07089,2,4.37,6.55,5.46,2.1799999999999997,9.19,66.22500000000001,53.57789334738961,4.875,3644211336.501261,4,33142347.834162552,109.38673199999997,33314930.155343357,2.4150479270639633,2.2223891554774773,2.3187185412707203,0.07698665255659609,0.09492076075032813,2.1799999999999997,1.0,2.0,243453.23729756914,376901.9019846911,0.5,0.6472889655976792,1.0,0.6708208204912863,0.7588574422875956,286014.8133334327,0.24114255771240445
UGC07089,3,6.98,9.16,8.07,2.1799999999999997,9.19,75.175,53.43893757923338,6.3999999999999995,5358322029.581978,4,33142347.834162552,161.675994,33142347.834162552,2.331058929294614,2.19776198581319,2.264410457553902,0.05430808371681817,0.013062368717043969,2.1799999999999997,1.0,2.0,23510.92350144042,135199.8316514482,0.0,1.0,0.9945189239325568,0.0,0.5965737544790647,80656.67117324195,0.40342624552093526
UGC08490,1,0.34,2.03,1.1849999999999998,1.6899999999999997,1.45,60.900000000000006,42.857470245607225,3.69,506070544.5326532,6,141319636.07975358,2.903842499999999,174276168.39847663,2.403663277385318,2.4597749938886704,2.4317191356369943,0.17682439803229766,0.6796680947260492,2.0,1.0,2.0,20944841.341156054,22250266.697234184,1.0,0.0,0.8656741956601313,1.0,0.7738221284636086,17217748.734536704,0.22617787153639135
UGC08490,2,2.37,4.06,3.215,1.6899999999999995,1.45,78.14999999999999,44.92403110569881,3.69,1508613748.0385149,6,141319636.07975358,7.8783574999999955,191488358.8411056,2.1839852888556264,2.325804186353767,2.2548947376046966,0.12772122262289143,0.14674417922619765,2.0,1.0,2.0,3588941.0732246027,11192604.340059834,0.6815132721087526,0.5553475989101062,1.0,0.8155113694263662,0.8013618410186352,8969326.019743515,0.19863815898136475
UGC08490,3,4.39,6.09,5.24,1.7000000000000002,1.45,79.31666666666666,38.707034034772285,3.69,1825369211.387745,6,141319636.07975358,12.916599999999999,141319636.07975358,2.128177456293837,2.2243759244885855,2.1762766903912114,0.059465412891617,0.0043226250745294235,2.0,1.0,2.0,36325.74395604292,4097921.7013972206,0.23880118028104355,0.8022611710011908,0.5667228958872321,0.545726729109684,0.6171116287226792,2528875.1355272518,0.3828883712773207
UGC08490,4,6.42,8.12,7.27,1.6999999999999993,1.45,79.8,34.32792483425858,3.69,1991907456.4012516,6,141319636.07975358,17.920549999999988,111152138.54492484,2.101452208786856,2.1704756148560693,2.1359639118214626,0.031480328243019606,9.502811227765349e-06,2.0,1.0,2.0,33.251341943320924,1485125.6920857506,0.057287908172290944,0.9288704230797168,0.22426258814869998,0.2732014867772736,0.48971684958521194,727291.0751662913,0.5102831504147881
UGC08490,5,8.46,10.15,9.305,1.6899999999999995,1.45,77.61666666666667,31.63884744527787,3.69,2165695188.373645,6,141319636.07975358,22.801902499999994,94978705.76254089,2.085533996417268,2.1410980713930763,2.113316033905172,0.022647877916290415,3.8456449181962825e-08,2.0,1.0,2.0,0.08272236542142222,536869.3789475574,0.0,1.0,0.0,0.0,0.4240493561883223,227659.11449993614,0.5759506438116778
UGC08837,1,0.52,2.09,1.305,1.5699999999999998,0.93,17.752499999999998,19.17745861076016,2.07,111591795.45525987,4,115412041.66949572,1.9054304999999996,58565135.51937995,2.27388953808764,2.224544362866248,2.249216950476944,0.01627559377506227,2.0330986729726434e-07,2.0,1.0,2.0,0.1937913781244377,0.26680466982573003,0.5,0.0,0.0,0.0,0.3810579869750399,0.10166805039933285,0.6189420130249601
UGC08837,2,2.63,4.2,3.415,1.5700000000000003,0.93,43.225,32.88988635846468,3.0075,858924714.3644816,4,115412041.66949572,4.986241500000001,172258947.8196115,2.125746028086978,2.340136685316785,2.2329413567018817,0.01627559377506227,7.47935203659577e-08,2.0,1.0,2.0,0.2096923596706629,0.27716905001082404,0.5,1.0,1.0,1.0,0.8559506438116775,0.23724302680143589,0.14404935618832246
UGC12506,1,0.82,9.02,4.92,8.2,1.68,181.83333333333334,109.39646172839652,17.9,13690247488.640131,6,399782756.29640204,67.77792,201986834.18789086,2.0774714484216106,2.135005212645065,2.106238330533338,0.014775209953330037,2.6667588234231397e-12,8.200000000000001,1.0,2.0,7.958669386921046e-06,1.1151409824968341,0.0,0.24271585534965434,0.0,0.0,0.3541872691106732,0.3949687392639467,0.6458127308893268
UGC12506,2,10.65,18.85,14.75,8.200000000000001,1.68,240.0,177.94576202553347,11.6,108594283485.8216,6,399782756.29640204,203.19600000000003,534431206.7453177,2.034720589966421,2.2073064910069147,2.121013540486668,0.02502180792201658,2.6428281072878414e-07,8.200000000000001,1.0,2.0,3.5341047088049335,3.6978620876921013,0.6285643626454427,0.0,1.0,0.6263012148590874,0.651750437399626,2.410083233096821,0.34824956260037404
UGC12506,3,20.49,30.32,25.405,9.830000000000002,1.68,248.71428571428572,168.50919584502986,12.07142857142857,167728188566.518,7,399782756.29640204,419.5483320000001,399782756.29640204,2.021815843705742,2.1496744254861877,2.085745134595965,0.020369547971305524,1.4715214247031585e-09,8.200000000000001,1.0,2.0,0.01198317878859462,1.564243345253463,0.34317746450460956,0.579362413774127,0.7016633323084366,0.15111701599608074,0.5594764389142266,0.8751572963976846,0.4405235610857734
UGC12506,4,31.96,38.52,35.24,6.560000000000002,1.6800000000000002,242.2,152.28746127646687,16.8,190021979808.45602,5,399782756.29640204,388.37299200000024,489277019.05815303,2.0211490600051985,2.1612825892905474,2.0912158246478727,0.018273744557341765,1.9267276440869522e-10,8.200000000000001,1.0,2.0,0.0017226724016498204,2.246813998175888,0.21461310185916685,0.48949409924622334,0.909276319579001,0.3363506127913953,0.5822109975164873,1.308119819111991,0.4177890024835127
UGC12506,5,40.16,49.99,45.075,9.830000000000005,1.68,230.28571428571428,144.06925810466495,14.628571428571425,217529429172.4537,7,399782756.29640204,744.3865800000004,292226425.10891795,2.01476617090061,2.1055118802695842,2.060139025585097,0.031076799062775606,7.128472120651789e-07,8.200000000000001,1.0,2.0,6.47369479257349,6.562837954315021,1.0,1.0,0.379574740710179,1.0,0.8533402181089997,5.600333571349202,0.14665978189100023
UGCA281,1,0.09,1.08,0.5850000000000001,0.9900000000000001,3.2800000000000002,22.114285714285717,15.975777276375263,1.78,34715186.75276714,7,18274882.84595335,1.8996120000000003,18274882.84595335,3.3844396359279365,2.5747628189199547,2.9796012274239456,0.0,0.0,0.9900000000010001,1.0,2.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5977199793976572,0.0,0.0
