preferred_name,catalog_name_normalized,RFGC_int,Dist,Re,Z0,z0_over_re,S0,RAJ2000_deg,DEJ2000_deg,Note,has_ned_link_flag,has_simbad_link_flag,source_catalog,_Glon,_Glat,_RAJ2000,_DEJ2000,_RAB1950,_DEB1950,_Elon2000,_Elat2000,RFGC,_RA,_DE,NED,Simbad,biz_name,biz_name_norm,biz_catalog_token,RA_match_deg,DE_match_deg,biz_aname_norm,biz_aname_token,biz_ned_norm,biz_ned_token,matched,match_reason,matched_sparc_name,matched_sparc_index,matched_sep_deg
RFGC2239,RFGC2239,2239,11.4,1.42,0.2,0.1408450704225352,18.88,184.095125,13.307417,x,True,True,Bizyaev 2002,270.537878,73.932116,184.095125,13.307417,183.458825,13.585125,178.359597,13.817239,2239,184.0951,13.3074,NED,Simbad,RFGC2239,RFGC2239,,184.095125,13.307417,,,NED,,False,unmatched,,,
RFGC2245,RFGC2245,2245,3.61,1.23,0.33,0.2682926829268293,19.49,184.373083,37.807139,x,True,True,Bizyaev 2002,154.568963,77.15684,184.373083,37.807139,183.74777,38.084719,166.538658,35.900911,2245,184.3731,37.8071,NED,Simbad,RFGC2245,RFGC2245,,184.373083,37.807139,,,NED,,False,unmatched,,,
RFGC2246,RFGC2246,2246,10.0,1.73,0.2,0.1156069364161849,20.25,184.39175,22.54025,x,True,True,Bizyaev 2002,241.935473,81.053863,184.39175,22.54025,183.759333,22.817845,174.566667,22.323383,2246,184.3917,22.5402,NED,Simbad,RFGC2246,RFGC2246,,184.39175,22.54025,,,NED,,False,unmatched,,,
RFGC2257,RFGC2257,2257,50.64,2.46,0.71,0.2886178861788618,17.7,185.04,-26.066944,x,True,True,Bizyaev 2002,294.212619,36.274688,185.04,-26.066944,184.388195,-25.789509,195.443056,-21.824836,2257,185.04,-26.0669,NED,Simbad,RFGC2257,RFGC2257,,185.04,-26.066944,,,NED,,False,unmatched,,,
RFGC2296,RFGC2296,2296,106.92,7.53,1.19,0.1580345285524568,19.9,187.247375,28.861667, ,True,True,Bizyaev 2002,192.348854,84.750886,187.247375,28.861667,186.625319,29.13792,174.044016,29.131345,2296,187.2474,28.8617,NED,Simbad,RFGC2296,RFGC2296,,187.247375,28.861667,,,NED,,False,unmatched,,,
RFGC2312,RFGC2312,2312,83.28,3.31,0.94,0.2839879154078549,17.41,188.12075,39.589944, ,True,True,Bizyaev 2002,139.283306,76.930407,188.12075,39.589944,187.511518,39.865635,168.614709,38.902893,2312,188.1207,39.5899,NED,Simbad,RFGC2312,RFGC2312,,188.12075,39.589944,,,NED,,False,unmatched,,,
RFGC2315,RFGC2315,2315,13.81,8.4,0.8,0.0952380952380952,19.78,188.191375,0.113972,x,True,True,Bizyaev 2002,292.740504,62.61566,188.191375,0.113972,187.550852,0.389684,187.478502,3.353729,2315,188.1914,0.114,NED,Simbad,RFGC2315,RFGC2315,,188.191375,0.113972,,,NED,,False,unmatched,,,
RFGC2336,RFGC2336,2336,7.58,4.52,0.14,0.0309734513274336,21.42,189.095833,40.005111, ,True,True,Bizyaev 2002,135.604457,76.750442,189.095833,40.005111,188.491027,40.280115,169.175794,39.641093,2336,189.0958,40.0051,NED,Simbad,RFGC2336,RFGC2336,,189.095833,40.005111,,,NED,,False,unmatched,,,
RFGC2373,RFGC2373,2373,68.45,5.21,1.39,0.2667946257197696,17.55,191.425417,-26.243611,x,True,True,Bizyaev 2002,301.3295,36.61029,191.425417,-26.243611,190.75848,-25.970433,201.081252,-19.574108,2373,191.4254,-26.2436,NED,Simbad,RFGC2373,RFGC2373,,191.425417,-26.243611,,,NED,,False,unmatched,,,
RFGC2376,RFGC2376,2376,90.16,4.06,1.24,0.3054187192118227,18.17,191.799292,26.713361, ,True,True,Bizyaev 2002,236.387827,88.967666,191.799292,26.713361,191.18667,26.986073,179.264465,29.018415,2376,191.7993,26.7134,NED,Simbad,RFGC2376,RFGC2376,,191.799292,26.713361,,,NED,,False,unmatched,,,
RFGC2380,RFGC2380,2380,47.61,3.93,0.8,0.2035623409669211,18.52,192.25,-14.398889,x,True,True,Bizyaev 2002,302.041538,48.468645,192.25,-14.398889,191.594686,-14.126535,196.89395,-8.418532,2380,192.25,-14.3989,NED,Simbad,RFGC2380,RFGC2380,,192.25,-14.398889,,,NED,,False,unmatched,,,
RFGC2399,RFGC2399,2399,28.67,3.35,0.37,0.1104477611940298,20.23,193.11,-9.753611,x,True,True,Bizyaev 2002,303.343295,53.117337,193.11,-9.753611,192.458864,-9.48216,195.848175,-3.813669,2399,193.11,-9.7536,NED,Simbad,RFGC2399,RFGC2399,,193.11,-9.753611,,,NED,,False,unmatched,,,
RFGC2418,RFGC2418,2418,117.08,8.44,1.19,0.1409952606635071,19.08,193.910833,-22.518056, ,True,True,Bizyaev 2002,304.206187,40.343288,193.910833,-22.518056,193.243224,-22.247462,201.659628,-15.250106,2418,193.9108,-22.5181,NED,Simbad,RFGC2418,RFGC2418,,193.910833,-22.518056,,,NED,,False,unmatched,,,
RFGC2425,RFGC2425,2425,36.76,1.7,0.64,0.3764705882352941,17.76,194.300542,-1.706694, ,True,True,Bizyaev 2002,305.916435,61.131647,194.300542,-1.706694,193.657996,-1.4366,193.825945,4.064833,2425,194.3005,-1.7067,NED,Simbad,RFGC2425,RFGC2425,,194.300542,-1.706694,,,NED,,False,unmatched,,,
RFGC2473,RFGC2473,2473,146.73,3.89,1.31,0.3367609254498714,17.8,197.059167,43.924722, ,True,True,Bizyaev 2002,112.618432,72.865559,197.059167,43.924722,196.496204,44.191146,173.201645,46.097118,2473,197.0592,43.9247,NED,Simbad,RFGC2473,RFGC2473,,197.059167,43.924722,,,NED,,False,unmatched,,,
RFGC2517,RFGC2517,2517,35.04,2.68,0.5,0.1865671641791044,18.86,199.28,-16.255,x,True,True,Bizyaev 2002,311.850135,46.171559,199.28,-16.255,198.613166,-15.991719,203.932046,-7.511501,2517,199.28,-16.255,NED,Simbad,RFGC2517,RFGC2517,,199.28,-16.255,,,NED,,False,unmatched,,,
RFGC2528,RFGC2528,2528,35.18,5.5,0.84,0.1527272727272727,18.74,199.84,-14.843889,x,True,True,Bizyaev 2002,312.942779,47.48439,199.84,-14.843889,199.174884,-14.581507,203.898766,-6.001141,2528,199.84,-14.8439,NED,Simbad,RFGC2528,RFGC2528,,199.84,-14.843889,,,NED,,False,unmatched,,,
RFGC2568,RFGC2568,2568,79.64,2.88,0.97,0.3368055555555556,17.28,201.877208,20.879889, ,True,True,Bizyaev 2002,357.662574,79.666874,201.877208,20.879889,201.275805,21.138687,191.579067,27.741643,2568,201.8772,20.8799,NED,Simbad,RFGC2568,RFGC2568,,201.877208,20.879889,,,NED,,False,unmatched,,,
RFGC2611,RFGC2611,2611,101.78,7.07,1.03,0.1456859971711457,19.45,204.027792,37.088, ,True,True,Bizyaev 2002,82.265066,76.28443,204.027792,37.088,203.472207,37.342708,184.561871,43.037886,2611,204.0278,37.088,NED,Simbad,RFGC2611,RFGC2611,,204.027792,37.088,,,NED,,False,unmatched,,,
RFGC2679,RFGC2679,2679,71.9,3.59,0.84,0.233983286908078,18.5,209.329583,-28.193889, ,True,True,Bizyaev 2002,320.158996,32.464461,209.329583,-28.193889,208.616947,-27.950346,217.237491,-15.173563,2679,209.3296,-28.1939,NED,Simbad,RFGC2679,RFGC2679,,209.329583,-28.193889,,,NED,,False,unmatched,,,
RFGC2682,RFGC2682,2682,33.94,3.38,1.36,0.4023668639053255,17.04,209.475,-29.315833,x,True,True,Bizyaev 2002,319.907763,31.355618,209.475,-29.315833,208.758594,-29.072627,217.780449,-16.174429,2682,209.475,-29.3158,NED,Simbad,RFGC2682,RFGC2682,,209.475,-29.315833,,,NED,,False,unmatched,,,
RFGC2715,RFGC2715,2715,136.69,6.47,1.5,0.231839258114374,18.07,211.735167,72.122556, ,True,True,Bizyaev 2002,115.019365,43.827107,211.735167,72.122556,211.550297,72.359434,138.569494,69.621226,2715,211.7352,72.1226,NED,Simbad,RFGC2715,RFGC2715,,211.735167,72.122556,,,NED,,False,unmatched,,,
RFGC2747,RFGC2747,2747,39.53,6.22,0.88,0.1414790996784566,18.38,213.892417,36.226472,x,True,True,Bizyaev 2002,65.176098,69.982029,213.892417,36.226472,213.365085,36.458175,194.857468,46.14927,2747,213.8924,36.2265,NED,Simbad,RFGC2747,RFGC2747,,213.892417,36.226472,,,NED,,False,unmatched,,,
RFGC2756,RFGC2756,2756,35.23,2.63,0.47,0.1787072243346007,18.2,214.455,-31.348611,x,True,True,Bizyaev 2002,323.786454,28.001212,214.455,-31.348611,213.719661,-31.118053,222.71862,-16.566094,2756,214.455,-31.3486,NED,Simbad,RFGC2756,RFGC2756,,214.455,-31.348611,,,NED,,False,unmatched,,,
RFGC2826,RFGC2826,2826,31.39,2.46,0.56,0.2276422764227642,17.92,219.547708,46.638139,x,True,True,Bizyaev 2002,82.91758,61.340193,219.547708,46.638139,219.094413,46.853401,191.93455,57.239175,2826,219.5477,46.6381,NED,Simbad,RFGC2826,RFGC2826,,219.547708,46.638139,,,NED,,False,unmatched,,,
RFGC2835,RFGC2835,2835,45.32,3.53,0.66,0.1869688385269122,17.36,220.05,-25.776944,x,True,True,Bizyaev 2002,331.610199,30.968809,220.05,-25.776944,219.323825,-25.562717,225.628165,-9.700679,2835,220.05,-25.7769,NED,Simbad,RFGC2835,RFGC2835,,220.05,-25.776944,,,NED,,False,unmatched,,,
RFGC2860,RFGC2860,2860,28.59,1.93,0.56,0.2901554404145078,17.57,221.850833,-17.445556,x,True,True,Bizyaev 2002,338.470403,37.297585,221.850833,-17.445556,221.152494,-17.237077,224.700656,-1.253373,2860,221.8508,-17.4456,NED,Simbad,RFGC2860,RFGC2860,,221.850833,-17.445556,,,NED,,False,unmatched,,,
RFGC2945,RFGC2945,2945,153.26,9.95,1.77,0.1778894472361809,18.77,228.951042,18.378278, ,True,True,Bizyaev 2002,25.888292,55.716865,228.951042,18.378278,228.380094,18.562079,220.443684,35.026478,2945,228.951,18.3783,NED,Simbad,RFGC2945,RFGC2945,,228.951042,18.378278,,,NED,,False,unmatched,,,
RFGC2966,RFGC2966,2966,92.63,4.74,0.95,0.20042194092827,18.46,230.6295,19.261139, ,True,True,Bizyaev 2002,28.31592,54.543079,230.6295,19.261139,230.063998,19.438729,221.955901,36.366395,2966,230.6295,19.2611,NED,Simbad,RFGC2966,RFGC2966,,230.6295,19.261139,,,NED,,False,unmatched,,,
RFGC2994,RFGC2994,2994,47.61,4.31,1.65,0.382830626450116,17.08,233.509417,56.685722,x,True,True,Bizyaev 2002,90.063522,48.75641,233.509417,56.685722,233.2095,56.851773,192.550045,70.450704,2994,233.5094,56.6857,NED,Simbad,RFGC2994,RFGC2994,,233.509417,56.685722,,,NED,,False,unmatched,,,
RFGC3004,RFGC3004,3004,127.28,6.29,1.75,0.2782193958664546,18.11,233.824,30.803167, ,True,True,Bizyaev 2002,48.794351,54.168755,233.824,30.803167,233.317186,30.968413,220.461239,48.21298,3004,233.824,30.8032,NED,Simbad,RFGC3004,RFGC3004,,233.824,30.803167,,,NED,,False,unmatched,,,
RFGC3006,RFGC3006,3006,43.3,3.04,0.58,0.1907894736842105,18.79,233.91575,12.60625, ,True,True,Bizyaev 2002,20.498911,48.977218,233.91575,12.60625,233.325444,12.771321,227.929489,30.927629,3006,233.9157,12.6062,NED,Simbad,RFGC3006,RFGC3006,,233.91575,12.60625,,,NED,,False,unmatched,,,
RFGC3085,RFGC3085,3085,62.95,2.55,0.67,0.2627450980392157,17.8,241.258583,13.700944, ,True,True,Bizyaev 2002,26.388502,43.006761,241.258583,13.700944,240.677448,13.836002,235.796702,33.790359,3085,241.2586,13.7009,NED,Simbad,RFGC3085,RFGC3085,,241.258583,13.700944,,,NED,,False,unmatched,,,
RFGC3094,RFGC3094,3094,120.43,8.03,1.56,0.1942714819427148,18.15,242.243125,36.610556,x,True,True,Bizyaev 2002,58.573878,47.476856,242.243125,36.610556,241.785386,36.741127,227.952842,56.069876,3094,242.2431,36.6106,NED,Simbad,RFGC3094,RFGC3094,,242.243125,36.610556,,,NED,,False,unmatched,,,
RFGC3098,RFGC3098,3098,132.44,4.81,1.59,0.3305613305613306,18.13,242.464083,22.615167, ,True,True,Bizyaev 2002,38.573931,45.052961,242.464083,22.615167,241.926197,22.744973,234.488358,42.719108,3098,242.4641,22.6152,NED,Simbad,RFGC3098,RFGC3098,,242.464083,22.615167,,,NED,,False,unmatched,,,
RFGC3106,RFGC3106,3106,125.47,5.45,1.61,0.2954128440366972,18.03,243.204792,31.992917, ,True,True,Bizyaev 2002,51.92418,46.325648,243.204792,31.992917,242.719264,32.119409,231.683405,51.927482,3106,243.2048,31.9929,NED,Simbad,RFGC3106,RFGC3106,,243.204792,31.992917,,,NED,,False,unmatched,,,
RFGC3114,RFGC3114,3114,32.16,1.5,0.5,0.3333333333333333,18.42,243.870833,18.905, ,True,True,Bizyaev 2002,34.251765,42.647343,243.870833,18.905,243.315738,19.028765,237.356967,39.429293,3114,243.8708,18.905,NED,Simbad,RFGC3114,RFGC3114,,243.870833,18.905,,,NED,,False,unmatched,,,
RFGC3227,RFGC3227,3227,115.45,5.17,1.42,0.2746615087040618,18.04,255.426417,41.228694, ,True,True,Bizyaev 2002,65.633716,37.509977,255.426417,41.228694,255.021753,41.29965,244.990851,63.408181,3227,255.4264,41.2287,NED,Simbad,RFGC3227,RFGC3227,,255.426417,41.228694,,,NED,,False,unmatched,,,
RFGC3240,RFGC3240,3240,128.98,5.04,1.47,0.2916666666666667,17.74,256.855542,30.225, ,True,True,Bizyaev 2002,52.449937,34.5201,256.855542,30.225,256.372706,30.289412,251.033638,52.802293,3240,256.8555,30.225,NED,Simbad,RFGC3240,RFGC3240,,256.855542,30.225,,,NED,,False,unmatched,,,
RFGC3313,RFGC3313,3313,56.19,2.54,0.8,0.3149606299212598,17.82,267.674708,14.821472, ,True,True,Bizyaev 2002,39.789582,19.999074,267.674708,14.821472,267.107526,14.834129,267.13764,38.237662,3313,267.6747,14.8215,NED,Simbad,RFGC3313,RFGC3313,,267.674708,14.821472,,,NED,,False,unmatched,,,
RFGC3352,RFGC3352,3352,72.73,3.25,0.94,0.2892307692307692,18.14,274.373875,18.90375, ,True,True,Bizyaev 2002,46.434114,15.781738,274.373875,18.90375,273.8281,18.883833,275.594376,42.258139,3352,274.3739,18.9037,NED,Simbad,RFGC3352,RFGC3352,,274.373875,18.90375,,,NED,,False,unmatched,,,
RFGC3378,RFGC3378,3378,75.42,2.94,0.76,0.2585034013605442,18.24,278.4155,32.139361, ,True,True,Bizyaev 2002,60.64885,17.515688,278.4155,32.139361,277.94765,32.099741,282.545054,55.212763,3378,278.4155,32.1394,NED,Simbad,RFGC3378,RFGC3378,,278.4155,32.139361,,,NED,,False,unmatched,,,
RFGC3430,RFGC3430,3430,59.13,4.99,1.03,0.2064128256513026,18.37,285.902542,27.606417, ,True,True,Bizyaev 2002,59.050602,9.754874,285.902542,27.606417,285.401672,27.531317,292.112604,49.832109,3430,285.9025,27.6064,NED,Simbad,RFGC3430,RFGC3430,,285.902542,27.606417,,,NED,,False,unmatched,,,
RFGC3455,RFGC3455,3455,65.01,2.93,0.68,0.2320819112627986,18.3,288.943958,43.440278, ,True,True,Bizyaev 2002,74.798174,14.184108,288.943958,43.440278,288.552344,43.350818,303.466881,64.694016,3455,288.944,43.4403,NED,Simbad,RFGC3455,RFGC3455,,288.943958,43.440278,,,NED,,False,unmatched,,,
RFGC3477,RFGC3477,3477,143.56,6.44,1.86,0.2888198757763975,18.44,292.321417,50.433639, ,True,True,Bizyaev 2002,82.361693,14.970318,292.321417,50.433639,291.99198,50.328673,315.956516,70.332611,3477,292.3214,50.4336,NED,Simbad,RFGC3477,RFGC3477,,292.321417,50.433639,,,NED,,False,unmatched,,,
RFGC3480,RFGC3480,3480,150.33,7.31,1.67,0.228454172366621,18.37,292.818042,42.198528, ,True,True,Bizyaev 2002,74.898761,11.084967,292.818042,42.198528,292.409753,42.091506,308.644827,62.609869,3480,292.818,42.1985,NED,Simbad,RFGC3480,RFGC3480,,292.818042,42.198528,,,NED,,False,unmatched,,,
RFGC3507,RFGC3507,3507,78.03,3.91,1.3,0.3324808184143222,17.59,296.089583,-27.406944,x,True,True,Bizyaev 2002,12.786772,-22.999046,296.089583,-27.406944,295.318406,-27.527685,293.11592,-6.037227,3507,296.0896,-27.4069,NED,Simbad,RFGC3507,RFGC3507,,296.089583,-27.406944,,,NED,,False,unmatched,,,
RFGC3580,RFGC3580,3580,72.82,5.3,1.01,0.190566037735849,18.86,306.18,-41.511944,x,True,True,Bizyaev 2002,359.457921,-34.474626,306.18,-41.511944,305.338698,-41.674635,298.381331,-21.571414,3580,306.18,-41.5119,NED,Simbad,RFGC3580,RFGC3580,,306.18,-41.511944,,,NED,,False,unmatched,,,
RFGC3614,RFGC3614,3614,83.47,4.22,0.8,0.1895734597156398,18.88,309.45,-3.185833, ,True,True,Bizyaev 2002,42.738516,-25.030081,309.45,-3.185833,308.796868,-3.361476,311.013515,14.814587,3614,309.45,-3.1858,NED,Simbad,RFGC3614,RFGC3614,,309.45,-3.185833,,,NED,,False,unmatched,,,
RFGC3658,RFGC3658,3658,109.38,4.51,1.28,0.2838137472283814,17.63,313.550875,17.779583, ,True,True,Bizyaev 2002,64.002218,-17.057329,313.550875,17.779583,312.97472,17.58883,322.046687,33.688907,3658,313.5509,17.7796,NED,Simbad,RFGC3658,RFGC3658,,313.550875,17.779583,,,NED,,False,unmatched,,,
RFGC3762,RFGC3762,3762,117.38,5.21,1.46,0.2802303262955854,17.42,322.741167,13.985833, ,True,True,Bizyaev 2002,66.749161,-26.330231,322.741167,13.985833,322.142308,13.765189,330.169369,27.092012,3762,322.7412,13.9858,NED,Simbad,RFGC3762,RFGC3762,,322.741167,13.985833,,,NED,,False,unmatched,,,
RFGC3793,RFGC3793,3793,46.09,3.7,0.68,0.1837837837837838,18.13,325.120417,-26.528056,x,True,True,Bizyaev 2002,22.39782,-47.660571,325.120417,-26.528056,324.39907,-26.755426,318.600307,-11.903224,3793,325.1204,-26.5281,NED,Simbad,RFGC3793,RFGC3793,,325.120417,-26.528056,,,NED,,False,unmatched,,,
RFGC3863,RFGC3863,3863,77.13,5.96,1.07,0.1795302013422819,18.07,331.028792,35.93825,x,True,True,Bizyaev 2002,88.828084,-15.622265,331.028792,35.93825,330.486147,35.695415,349.886263,43.985675,3863,331.0288,35.9382,NED,Simbad,RFGC3863,RFGC3863,,331.028792,35.93825,,,NED,,False,unmatched,,,
RFGC3903,RFGC3903,3903,35.29,3.23,0.59,0.1826625386996904,18.43,333.512917,-26.938056,x,True,True,Bizyaev 2002,24.000763,-55.099394,333.512917,-26.938056,332.807949,-27.186455,325.66602,-14.920959,3903,333.5129,-26.9381,NED,Simbad,RFGC3903,RFGC3903,,333.512917,-26.938056,,,NED,,False,unmatched,,,
RFGC3926,RFGC3926,3926,67.84,5.05,0.9,0.1782178217821782,18.11,335.221708,33.294861,x,True,True,Bizyaev 2002,90.077216,-19.802288,335.221708,33.294861,334.658003,33.042755,352.267363,40.01565,3926,335.2217,33.2949,NED,Simbad,RFGC3926,RFGC3926,,335.221708,33.294861,,,NED,,False,unmatched,,,
RFGC3984,RFGC3984,3984,117.45,6.5,1.07,0.1646153846153846,19.6,340.26,19.336111, ,True,True,Bizyaev 2002,85.206771,-33.814331,340.26,19.336111,339.652482,19.074646,349.74424,25.503013,3984,340.26,19.3361,NED,Simbad,RFGC3984,RFGC3984,,340.26,19.336111,,,NED,,False,unmatched,,,
RFGC3985,RFGC3985,3985,89.81,3.03,0.99,0.3267326732673267,17.81,340.709208,32.993222, ,True,True,Bizyaev 2002,94.029491,-22.562842,340.709208,32.993222,340.128714,32.731013,357.279515,37.5768,3985,340.7092,32.9932,NED,Simbad,RFGC3985,RFGC3985,,340.709208,32.993222,,,NED,,False,unmatched,,,
RFGC4004,RFGC4004,4004,99.54,6.95,1.23,0.176978417266187,18.64,342.027208,28.292444,x,True,True,Bizyaev 2002,92.446326,-27.180253,342.027208,28.292444,341.433168,28.028164,355.851654,32.883905,4004,342.0272,28.2924,NED,Simbad,RFGC4004,RFGC4004,,342.027208,28.292444,,,NED,,False,unmatched,,,
RFGC4013,RFGC4013,4013,43.43,11.09,0.51,0.0459873760144274,20.69,342.75,-20.27, ,True,True,Bizyaev 2002,40.401185,-61.665784,342.75,-20.27,342.077974,-20.535371,336.312444,-11.958563,4013,342.75,-20.27,NED,Simbad,RFGC4013,RFGC4013,,342.75,-20.27,,,NED,,False,unmatched,,,
RFGC4043,RFGC4043,4043,99.73,3.54,1.13,0.3192090395480225,17.21,344.906417,24.847333, ,True,True,Bizyaev 2002,93.023772,-31.451441,344.906417,24.847333,344.299685,24.579008,356.756739,28.653999,4043,344.9064,24.8473,NED,Simbad,RFGC4043,RFGC4043,,344.906417,24.847333,,,NED,,False,unmatched,,,
RFGC4051,RFGC4051,4051,90.88,3.03,0.97,0.3201320132013201,18.29,345.516833,30.764194, ,True,True,Bizyaev 2002,96.765487,-26.491764,345.516833,30.764194,344.918139,30.495101,0.433624,33.69561,4051,345.5168,30.7642,NED,Simbad,RFGC4051,RFGC4051,,345.516833,30.764194,,,NED,,False,unmatched,,,
RFGC4076,RFGC4076,4076,97.13,4.46,0.93,0.2085201793721973,17.83,347.959625,31.020972,x,True,True,Bizyaev 2002,99.002488,-27.181581,347.959625,31.020972,347.354473,30.7491,2.799241,32.951934,4076,347.9596,31.021,NED,Simbad,RFGC4076,RFGC4076,,347.959625,31.020972,,,NED,,False,unmatched,,,
RFGC4078,RFGC4078,4078,118.28,5.77,1.15,0.1993067590987868,17.69,348.015417,48.815972,x,True,True,Bizyaev 2002,106.569169,-10.87291,348.015417,48.815972,347.441955,48.544049,15.109801,48.149189,4078,348.0154,48.816,NED,Simbad,RFGC4078,RFGC4078,,348.015417,48.815972,,,NED,,False,unmatched,,,
RFGC4092,RFGC4092,4092,93.99,2.56,0.83,0.32421875,17.55,348.787625,30.946278, ,True,True,Bizyaev 2002,99.694641,-27.544358,348.787625,30.946278,348.180025,30.673576,3.506119,32.55688,4092,348.7876,30.9463,NED,Simbad,RFGC4092,RFGC4092,,348.787625,30.946278,,,NED,,False,unmatched,,,
RFGC4103,RFGC4103,4103,145.16,5.91,1.46,0.2470389170896785,17.6,349.6805,22.874361, ,True,True,Bizyaev 2002,96.581951,-35.209108,349.6805,22.874361,349.061281,22.60082,0.20167,24.979185,4103,349.6805,22.8744,NED,Simbad,RFGC4103,RFGC4103,,349.6805,22.874361,,,NED,,False,unmatched,,,
RFGC4110,RFGC4110,4110,82.41,15.53,4.18,0.2691564713457823,16.35,350.220167,23.807444, ,True,True,Bizyaev 2002,97.610023,-34.572648,350.220167,23.807444,349.600807,23.533434,1.142687,25.605519,4110,350.2202,23.8074,NED,Simbad,RFGC4110,RFGC4110,,350.220167,23.807444,,,NED,,False,unmatched,,,
RFGC4136,RFGC4136,4136,70.31,2.32,0.89,0.3836206896551724,17.71,353.010833,32.422222, ,True,True,Bizyaev 2002,104.075687,-27.525871,353.010833,32.422222,352.392441,32.146175,8.085813,32.192746,4136,353.0108,32.4222,NED,Simbad,RFGC4136,RFGC4136,,353.010833,32.422222,,,NED,,False,unmatched,,,
RFGC4165,RFGC4165,4165,92.36,3.89,1.1,0.2827763496143959,17.38,355.162708,20.441111, ,True,True,Bizyaev 2002,101.289755,-39.437314,355.162708,20.441111,354.531232,20.163917,4.069304,20.60091,4165,355.1627,20.4411,NED,Simbad,RFGC4165,RFGC4165,,355.162708,20.441111,,,NED,,False,unmatched,,,
RFGC4171,RFGC4171,4171,101.53,5.39,1.24,0.2300556586270872,17.87,355.694875,27.297139, ,True,True,Bizyaev 2002,104.681963,-33.129795,355.694875,27.297139,355.06565,27.019734,7.789454,26.5704,4171,355.6949,27.2971,NED,Simbad,RFGC4171,RFGC4171,,355.694875,27.297139,,,NED,,False,unmatched,,,
