galaxy,source_file,beta_mode,beta,structural_mode,sigma_proxy_mode,sigma_damping_mode,sigma_positive_only,D_bg,upsilon_disk,upsilon_bul,rmse_kmps,mae_kmps,mean_absolute_fractional_error,median_absolute_fractional_error,chi_square,reduced_chi_square,n_points_total,n_points_valid,detail_table,plot_path,status,error
NGC1705,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1705_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,15.5558387296066,14.91586066401583,0.20956349589972764,0.2355562215511767,182.30206361595555,14.023235662765812,14,14,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC1705_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC1705_rotation_curve.png,ok,
NGC2366,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2366_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,3.340810905950912,2.6563333163803264,0.15859365429689776,0.053493338307824545,54.19142872850897,2.167657149140359,26,26,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC2366_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC2366_rotation_curve.png,ok,
NGC2403,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2403_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,31.396525673006728,22.485374070470332,0.1785864167948219,0.09603806218325249,105512.63514505693,1465.4532659035685,73,73,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC2403_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC2403_rotation_curve.png,ok,
NGC2683,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2683_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,30.498713506674036,26.462351179705173,0.15635784132810696,0.1731289202802424,119.80879420550535,11.980879420550535,11,11,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC2683_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC2683_rotation_curve.png,ok,
NGC2841,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2841_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,84.54419395224065,71.28478810393068,0.24377859921910405,0.1680326099630513,18950.188355743714,386.7385378723207,50,50,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC2841_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC2841_rotation_curve.png,ok,
NGC2903,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2903_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,60.668390723311234,50.51912311996399,0.39253174319791,0.23929564685126947,7358.782506718328,222.99340929449477,34,34,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC2903_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC2903_rotation_curve.png,ok,
NGC2915,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2915_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,23.95170146551169,23.0158182610552,0.36658204808541356,0.31001877099068176,343.47829723311605,11.844079214935036,30,30,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC2915_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC2915_rotation_curve.png,ok,
NGC2955,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2955_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,44.11033055844868,36.1443165250677,0.14337639334945698,0.15938928399263808,1385.7615802911098,60.250503490917815,24,24,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC2955_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC2955_rotation_curve.png,ok,
NGC2976,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2976_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,3.4663103874562773,2.908565817018524,0.11404157698587444,0.04850998885720519,26.39469879373597,1.0151807228359988,27,27,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC2976_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC2976_rotation_curve.png,ok,
NGC2998,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2998_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,31.81696799352506,26.670194222457344,0.15135815582993087,0.13217804178527756,1800.4261072807283,150.03550894006068,13,13,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC2998_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC2998_rotation_curve.png,ok,
NGC3109,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3109_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,14.457472895519953,11.244204458279548,0.6106131797631883,0.17238480597296055,3640.45622858799,151.68567619116627,25,25,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC3109_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC3109_rotation_curve.png,ok,
NGC3198,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3198_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,33.24940648939815,25.086273642679974,0.23383927330525814,0.15987972847301316,9702.512037292485,231.01219136410677,43,43,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC3198_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC3198_rotation_curve.png,ok,
NGC3521,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3521_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,52.38158088610246,50.43643926634226,0.24495269232796302,0.2735698011264007,1196.4330539124314,29.910826347810787,41,41,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC3521_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC3521_rotation_curve.png,ok,
NGC3726,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3726_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,33.168746784985714,29.178678315560422,0.19728795137311525,0.18589461658908932,241.28875648563763,21.93534149869433,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC3726_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC3726_rotation_curve.png,ok,
NGC3741,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3741_normalized.csv,structural,1269.1964596858732,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,6.428528269449816,5.875133045356114,0.19832265011176267,0.13870129376494852,166.25349851997365,8.312674925998682,21,21,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC3741_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC3741_rotation_curve.png,ok,
NGC3769,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3769_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,31.991018126331397,29.352030863208952,0.25949700041031926,0.2598964166356818,191.3745817092447,17.397689246294973,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC3769_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC3769_rotation_curve.png,ok,
NGC3877,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3877_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,29.072969763588226,23.948410704673474,0.26195440479002624,0.1610963215082844,277.6165757243202,23.134714643693354,13,13,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC3877_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC3877_rotation_curve.png,ok,
NGC3893,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3893_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,32.463379012739985,28.390054810285402,0.16631588837643632,0.17865711821599425,159.84881263210133,17.76097918134459,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC3893_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC3893_rotation_curve.png,ok,
NGC3917,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3917_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,22.42061618645524,20.507897738142,0.18330535409901283,0.16608886789094474,474.73048685088895,29.67065542818056,17,17,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC3917_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC3917_rotation_curve.png,ok,
NGC3949,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3949_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,32.012253622461486,27.968127259087616,0.19089358702200818,0.21703134917738376,196.60352555291584,32.76725425881931,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC3949_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC3949_rotation_curve.png,ok,
NGC3953,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3953_normalized.csv,structural,0.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,18.266390697977915,17.32294665590406,0.0818601811758633,0.08732603517656926,69.0729311797792,9.867561597111315,8,8,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC3953_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC3953_rotation_curve.png,ok,
NGC3972,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3972_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,17.917195600833054,16.09693025113177,0.15232001449504276,0.1424800187445302,134.27764834185763,14.919738704650847,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC3972_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC3972_rotation_curve.png,ok,
NGC3992,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3992_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,49.418592037318554,45.39014785801367,0.18239890689245367,0.18523171158863236,546.3429299782995,68.29286624728744,9,9,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC3992_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC3992_rotation_curve.png,ok,
NGC4010,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4010_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,15.523702965294666,13.67858979295857,0.13682160780066063,0.16043270917796507,117.2537340842858,10.65943037129871,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC4010_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC4010_rotation_curve.png,ok,
NGC4013,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4013_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,36.3621476439193,31.171408736099757,0.17527534963121508,0.1611321753219138,1872.4948461003476,53.49985274572422,36,36,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC4013_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC4013_rotation_curve.png,ok,
NGC4051,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4051_normalized.csv,structural,0.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,29.682131008832755,27.48977834687648,0.19648713205047794,0.19603448275862076,104.70544359698776,17.450907266164627,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC4051_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC4051_rotation_curve.png,ok,
NGC4068,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4068_normalized.csv,structural,1477.2576069049132,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,2.1911192164599136,1.8293653159844954,0.15445397009376557,0.05108057357428261,3.7204187702899247,0.744083754057985,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC4068_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC4068_rotation_curve.png,ok,
NGC4085,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4085_normalized.csv,structural,0.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,33.53583468853068,29.69720148014877,0.38848772403783044,0.20791386992606534,219.1782268360194,36.5297044726699,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC4085_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC4085_rotation_curve.png,ok,
NGC4088,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4088_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,50.76980209024787,43.71214205332213,0.2840532247902673,0.30560089241308563,618.5875402282674,56.23523092984249,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC4088_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC4088_rotation_curve.png,ok,
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,27.07018311390249,23.5428087791903,0.1364884528047998,0.14789791431725108,463.0191855147029,20.131268935421865,24,24,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC4100_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC4100_rotation_curve.png,ok,
NGC4138,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4138_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,29.557068730537786,25.289941812257474,0.1575831796457921,0.12996619368513448,25.89558372589681,4.315930620982802,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC4138_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC4138_rotation_curve.png,ok,
NGC4157,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4157_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,39.06634849118103,34.535987446814104,0.20160385938977782,0.21585052520168985,348.60429900668294,21.787768687917684,17,17,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC4157_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC4157_rotation_curve.png,ok,
NGC4183,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4183_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,25.845253705918118,24.13306242846668,0.22734961970390993,0.20720458320391474,485.8043040018133,22.08201381826424,23,23,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC4183_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC4183_rotation_curve.png,ok,
NGC4214,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4214_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,18.13375944723612,16.348832242203294,0.20917858007985468,0.25097752112421046,109.26182177136288,8.404755520874067,14,14,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC4214_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC4214_rotation_curve.png,ok,
NGC4217,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4217_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,64.33282277315894,47.5224892647222,0.3915792594414527,0.1281874500443944,1592.867969384705,88.49266496581694,19,19,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC4217_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC4217_rotation_curve.png,ok,
NGC4389,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4389_normalized.csv,structural,0.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,57.397816450798075,56.31212209049402,0.9893533787901543,0.8173451042097888,479.21468814459195,95.84293762891839,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC4389_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC4389_rotation_curve.png,ok,
NGC4559,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4559_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,20.44142351603957,18.02821987615649,0.16491743940708542,0.18144072235702238,571.3651948154763,18.431135316628268,32,32,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC4559_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC4559_rotation_curve.png,ok,
NGC5005,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5005_normalized.csv,structural,0.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,57.02955192190641,53.236780920756786,0.21456873998303921,0.216260082715879,251.4164593960225,14.789203493883676,18,18,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC5005_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC5005_rotation_curve.png,ok,
NGC5033,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5033_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,58.41121799441069,53.725544318826785,0.2578359595636895,0.29643263581606927,7133.504105715693,339.6906717007473,22,22,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC5033_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC5033_rotation_curve.png,ok,
NGC5055,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5055_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,57.31987743518185,51.486036199632345,0.2805486062489435,0.2819896013523293,93861.8427783916,3476.364547347837,28,28,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC5055_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC5055_rotation_curve.png,ok,
NGC5371,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5371_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,35.578095835308694,31.37753275847572,0.13841413228751717,0.13206924789598626,2410.2584067039597,133.90324481688666,19,19,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC5371_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC5371_rotation_curve.png,ok,
NGC5585,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5585_normalized.csv,structural,2000.0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,16.416409353458178,13.322279061255484,0.19620874611244962,0.21032383906896507,1964.1337882271291,85.39712122726648,24,24,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\tables\NGC5585_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_181816_structural\figures\NGC5585_rotation_curve.png,ok,
