galaxy,source_file,g_scale,lambda_reorg,l0_kpc,sigma_proxy_mode,sigma_damping_mode,sigma_positive_only,D_bg,upsilon_disk,upsilon_bul,rmse_kmps,mae_kmps,mean_absolute_fractional_error,median_absolute_fractional_error,chi_square,reduced_chi_square,n_points_total,n_points_valid,detail_table,plot_path,status,error
NGC2366,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2366_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,13.809233022775379,11.93200812123738,0.2535357564784712,0.31178624446394565,1235.242208647192,51.46842536029967,26,26,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC2366_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC2366_rotation_curve.png,ok,
NGC2403,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2403_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,35.28608876873894,25.025811277149753,0.19710277272431562,0.08816762879969572,133543.6125079514,1880.8959508162168,73,73,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC2403_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC2403_rotation_curve.png,ok,
NGC2683,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2683_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,30.921492886453137,26.713322157093625,0.15795997682614743,0.1757331217363953,121.85153141615397,13.53905904623933,11,11,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC2683_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC2683_rotation_curve.png,ok,
NGC2841,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2841_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,83.82865672227258,70.90817247386406,0.24242035080056426,0.16845789095831154,18647.1878679166,388.48308058159586,50,50,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC2841_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC2841_rotation_curve.png,ok,
NGC2903,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2903_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,60.239679481425334,49.9092149573894,0.38923890642089937,0.23336459150949262,7147.023368551053,223.3444802672204,34,34,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC2903_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC2903_rotation_curve.png,ok,
NGC2915,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2915_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,40.499892433493436,38.81000702546807,0.5611943005884595,0.5352752578648308,999.9609984765436,35.7128928027337,30,30,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC2915_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC2915_rotation_curve.png,ok,
NGC2955,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2955_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,43.87365764523226,35.79704677077675,0.142004337649178,0.15898157448541483,1375.4853053571792,62.522059334417236,24,24,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC2955_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC2955_rotation_curve.png,ok,
NGC2976,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2976_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,3.5173653241418474,2.8847188954161918,0.1110097792311972,0.04507963101364229,25.62225196587101,1.0248900786348403,27,27,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC2976_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC2976_rotation_curve.png,ok,
NGC2998,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2998_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,33.35761127489202,28.202172272328305,0.1681220488218546,0.13914540573481718,1759.9294624326708,159.99358749387918,13,13,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC2998_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC2998_rotation_curve.png,ok,
NGC3109,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3109_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,23.7819915698061,21.147481446099484,0.41929216092768656,0.4629227642021666,1939.215296230473,84.3137085317597,25,25,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC3109_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC3109_rotation_curve.png,ok,
NGC3198,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3198_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,33.20118345730446,25.145822964890947,0.23387160382187802,0.16281760718618044,9737.151634496935,237.49150328041304,43,43,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC3198_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC3198_rotation_curve.png,ok,
NGC3521,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3521_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,52.22603359651944,50.275688429622775,0.24420065729090576,0.2730164836846126,1192.0561863354508,30.565543239370534,41,41,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC3521_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC3521_rotation_curve.png,ok,
NGC3726,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3726_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,33.18415388690599,28.79687380068317,0.19453077301135704,0.1821961947002777,232.84662705561053,23.284662705561054,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC3726_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC3726_rotation_curve.png,ok,
NGC3741,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3741_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,16.51293146748678,15.053095868078035,0.3875468392936367,0.4333044663907781,1059.2050799473975,55.74763578670513,21,21,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC3741_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC3741_rotation_curve.png,ok,
NGC3769,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3769_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,32.7639483022644,30.10189105538882,0.26556052100907734,0.2677064211019278,203.52061027500707,20.352061027500707,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC3769_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC3769_rotation_curve.png,ok,
NGC3877,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3877_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,28.50986656542393,23.420948298520536,0.2583780042580378,0.1540376373686518,263.3707751688601,23.942797742623647,13,13,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC3877_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC3877_rotation_curve.png,ok,
NGC3893,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3893_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,32.94958928365833,28.81911067746218,0.1687469486262232,0.18436487767407497,161.786581184693,20.223322648086626,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC3893_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC3893_rotation_curve.png,ok,
NGC3917,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3917_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,24.646286196911692,22.788896161401457,0.20338047548859606,0.1795667666641784,572.5021296280024,38.16680864186683,17,17,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC3917_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC3917_rotation_curve.png,ok,
NGC3949,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3949_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,31.79338360948359,27.731560040800936,0.18934426479395963,0.2148950680782527,194.2218737219394,38.84437474438788,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC3949_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC3949_rotation_curve.png,ok,
NGC3953,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3953_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,18.045840637715877,17.072833972703254,0.08070631486256918,0.08646267560715544,67.4109484169033,11.235158069483882,8,8,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC3953_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC3953_rotation_curve.png,ok,
NGC3972,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3972_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,20.45213648189254,18.657010072576462,0.1764945761268541,0.1696850331378196,173.57039374878582,21.696299218598227,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC3972_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC3972_rotation_curve.png,ok,
NGC3992,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3992_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,49.09223173105765,45.098998627149996,0.1812376088264551,0.18427379719339143,539.2808805831686,77.04012579759551,9,9,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC3992_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC3992_rotation_curve.png,ok,
NGC4010,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4010_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,16.969178562780392,15.044385133828698,0.15347677347165187,0.17189443784712555,141.97729129252434,14.197729129252433,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC4010_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC4010_rotation_curve.png,ok,
NGC4013,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4013_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,36.995338808279406,31.46734306470882,0.17701273610157214,0.15832457408706946,1922.5538986617157,56.54570290181517,36,36,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC4013_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC4013_rotation_curve.png,ok,
NGC4051,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4051_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,29.193894742448098,26.921469015079246,0.19264458895494702,0.19290190493592044,100.56925227594074,20.11385045518815,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC4051_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC4051_rotation_curve.png,ok,
NGC4068,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4068_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,5.184017904802329,3.9933963512239607,0.1858041125376492,0.19934093479910964,18.572440118014995,4.643110029503749,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC4068_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC4068_rotation_curve.png,ok,
NGC4085,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4085_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,33.08860249103945,29.125321388409542,0.3831501954225166,0.2018583265234333,212.01044717548461,42.402089435096926,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC4085_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC4085_rotation_curve.png,ok,
NGC4088,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4088_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,50.106247538519135,42.83226503450391,0.278742290683052,0.29975724648199176,600.772231673063,60.07722316730629,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC4088_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC4088_rotation_curve.png,ok,
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,28.122522959437532,24.367263104483897,0.14133679412163427,0.15262164418240076,496.96230545923464,22.589195702692482,24,24,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC4100_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC4100_rotation_curve.png,ok,
NGC4138,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4138_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,30.43469160860175,26.12580586015975,0.16313729750008396,0.13481228022599803,27.113261443978935,5.422652288795787,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC4138_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC4138_rotation_curve.png,ok,
NGC4157,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4157_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,38.777991873029514,34.13593312851613,0.19941155187776644,0.21421814308820009,340.6294279072485,22.7086285271499,17,17,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC4157_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC4157_rotation_curve.png,ok,
NGC4183,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4183_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,29.65022830380139,28.36187443579926,0.2737578944748127,0.26458906754332556,639.7667848222313,30.465084991534827,23,23,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC4183_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC4183_rotation_curve.png,ok,
NGC4214,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4214_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,30.978699754127405,28.368280356684856,0.36818750279143614,0.41331960739315243,307.6656429723633,25.638803581030274,14,14,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC4214_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC4214_rotation_curve.png,ok,
NGC4217,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4217_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,63.95975926536865,46.910741632092716,0.38798982086076633,0.12271678382591795,1573.3437974135722,92.54963514197483,19,19,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC4217_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC4217_rotation_curve.png,ok,
NGC4389,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4389_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,56.30857336576923,55.1412061524425,0.9730273819504597,0.8016115355507589,461.8953346400536,115.4738336600134,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC4389_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC4389_rotation_curve.png,ok,
NGC4559,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4559_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,22.032177204866837,19.13046382931701,0.17355732862563872,0.18867409898298534,670.6760448175659,22.35586816058553,32,32,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC4559_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC4559_rotation_curve.png,ok,
NGC5005,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5005_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,56.83847207300513,52.98343962160948,0.21359330696537812,0.21525754534414615,250.24622840623366,15.640389275389603,18,18,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC5005_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC5005_rotation_curve.png,ok,
NGC5033,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5033_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,58.033091554531545,53.36971529971377,0.256030172020039,0.29383241082158396,7074.065149792454,353.7032574896227,22,22,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC5033_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC5033_rotation_curve.png,ok,
NGC5055,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5055_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,56.26462386569271,50.027061181025545,0.2725652238407327,0.26019974530113255,90949.19740240104,3498.0460539385017,28,28,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC5055_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC5055_rotation_curve.png,ok,
NGC5371,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5371_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,34.96029837707206,30.593752432733123,0.13482822679527656,0.12640152127233664,2329.2259473513423,137.0132910206672,19,19,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC5371_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC5371_rotation_curve.png,ok,
NGC5585,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5585_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,22.108705874595504,17.311077596463026,0.2397000056203009,0.24005590520285014,3492.2409198900823,158.7382236313674,24,24,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC5585_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC5585_rotation_curve.png,ok,
NGC5907,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5907_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,40.62941483584617,34.32613329965866,0.15776349240986537,0.16241254570007338,4230.742241618073,248.86719068341608,19,19,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC5907_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC5907_rotation_curve.png,ok,
NGC5985,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC5985_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,78.62708479706379,77.8127215459803,0.2737252437366874,0.2710002170458052,8089.768310061732,260.96026806650747,33,33,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC5985_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC5985_rotation_curve.png,ok,
NGC6015,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC6015_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,40.2063581462623,31.768867308218546,0.21061683846085658,0.17517537415678308,4140.174217028229,98.5755765959102,44,44,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\NGC6015_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\NGC6015_rotation_curve.png,ok,
