galaxy,source_file,beta_mode,beta_raw,beta_formula,beta,beta_clipped,beta_hit_lower,beta_hit_upper,beta_saturation_ratio,beta_z,beta_numerator,beta_denominator,beta_g_choice,beta_sigma_choice,gbar_char_median,gbar_char_logmean,sigma_char_mean,sigma_char_median,sigma_char_rms,n_sigma_positive,beta_upper_dynamic,beta_upper_ratio_raw,beta_upper_ratio_used,beta_g_hat,beta_sigma_hat,beta_cap_mix_alpha,formula_g0,formula_sigma0,formula_p,formula_q,formula_lambda_beta,formula_cap_eta_g,formula_cap_eta_sigma,formula_cap_mix_alpha,formula_coherence_floor,sigma_weight_mode,sigma_weight_value,sigma_weight_u,sigma_weight_v,sigma_weight_lambda,sigma_weight_g_choice,sigma_weight_sigma_choice,structural_mode,sigma_proxy_mode,sigma_damping_mode,sigma_positive_only,D_bg,upsilon_disk,upsilon_bul,rmse_kmps,mae_kmps,mean_absolute_fractional_error,median_absolute_fractional_error,chi_square,reduced_chi_square,n_points_total,n_points_valid,detail_table,plot_path,status,error
F571-8,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F571-8_normalized.csv,formula,,1680.097705174973,1680.097705174973,1680.097705174973,False,False,0.9409730275531528,15.94140760650536,,,gbar_char_logmean,sigma_char_rms,1790.4438784067086,1827.3529504528233,0.4776264534236293,0.2445615761186419,0.7270511548286674,7,1785.4897600452944,0.8927448800226472,0.8927448800226472,3.2569593212268115,1.1932764212020448,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,40.952710505609694,37.1886533152774,0.572798811802161,0.39182691085177035,1179.010679749768,98.25088997914735,13,13,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\F571-8_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\F571-8_rotation_curve.png,ok,
F571-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F571-V1_normalized.csv,formula,,916.2175447625568,916.2175447625568,916.2175447625568,False,False,0.6619087221074821,1.9577811241788634,,,gbar_char_logmean,sigma_char_rms,221.19778920308482,219.46774977502827,0.8322779049301438,0.9063814834800729,0.8587049492225491,7,1384.2052750798766,0.6921026375399383,0.6921026375399383,0.3911655562551957,1.3076590016575778,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,25.19039265307894,22.489711228246,0.28969981748987317,0.3440129489073169,117.05308397935744,19.508847329892905,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\F571-V1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\F571-V1_rotation_curve.png,ok,
F574-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F574-1_normalized.csv,formula,,1160.9596695108835,1160.9596695108835,1160.9596695108835,False,False,0.7822383591574065,3.592177006614487,,,gbar_char_logmean,sigma_char_rms,364.4962482269504,397.6921716481688,0.8085886141088791,0.899084364461284,0.83396233861285,14,1484.1507782377475,0.7420753891188738,0.7420753891188738,0.7088215908740922,1.286799453046946,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,27.978526341694472,25.87544850348512,0.31501329890265944,0.33633800925404167,525.660286411247,40.43540664701899,14,14,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\F574-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\F574-1_rotation_curve.png,ok,
F574-2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F574-2_normalized.csv,formula,,5.6782942258251e-10,5.6782942258251e-10,5.6782942258251e-10,False,False,2.839148204867131e-13,2.8391482048679374e-13,,,gbar_char_logmean,sigma_char_rms,201.78452023121386,208.41862823115696,0.0,0.0,0.0,0,1999.9992307871921,0.999999615393596,0.999999615393596,0.3714722948112245,3.57174402131695e-07,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,7.294377305917471,7.0283879765900155,0.3269709997674234,0.2312297324481212,3.3569881462025783,0.8392470365506446,5,5,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\F574-2_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\F574-2_rotation_curve.png,ok,
F579-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F579-V1_normalized.csv,formula,,1401.6636658360092,1401.6636658360092,1401.6636658360092,False,False,0.8782389679624149,7.212808180628107,,,gbar_char_logmean,sigma_char_rms,780.6208149807635,726.2021259374882,0.8498746231184426,0.7580323223104564,0.8741322395774057,14,1595.9934789593563,0.7979967394796781,0.7979967394796781,1.2943371353523812,1.3205284200134602,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,30.025701461469467,29.473250890516134,0.2941009503049446,0.28347930277003075,113.57581223950545,8.73660094150042,14,14,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\F579-V1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\F579-V1_rotation_curve.png,ok,
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,formula,,845.5239780499428,845.5239780499428,845.5239780499428,False,False,0.6351859239075983,1.741122301834416,,,gbar_char_logmean,sigma_char_rms,156.08329519450797,160.76232253372171,0.9936437042528691,1.1343367843484968,1.0509835361877191,24,1331.1440732948968,0.6655720366474484,0.6655720366474484,0.28653268365508006,1.461362902958918,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,22.016216917257292,18.4880791889904,0.3589269846186998,0.3458074406377718,356.0053437463806,14.833555989432526,25,25,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\F583-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\F583-1_rotation_curve.png,ok,
F583-4,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-4_normalized.csv,formula,,1017.3303327768093,1017.3303327768093,1017.3303327768093,False,False,0.6945393215295,2.273743792514281,,,gbar_char_logmean,sigma_char_rms,325.17850306930694,318.9798421099498,0.6666714674441137,0.6517663798046693,0.6791464337254499,12,1464.755559896113,0.7323777799480565,0.7323777799480565,0.5685296700815319,1.1493709331852253,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,13.463434559891805,12.084716883148852,0.3407029763983141,0.2127998758921466,103.09258084266645,9.372052803878768,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\F583-4_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\F583-4_rotation_curve.png,ok,
IC2574,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\IC2574_normalized.csv,formula,,637.587537913113,637.587537913113,637.587537913113,False,False,0.4734422622070092,0.899126967901736,,,gbar_char_logmean,sigma_char_rms,143.23285763613387,141.04456781658732,0.6177560583782579,0.6614011472143422,0.6473504668173738,34,1346.706005798723,0.6733530028993615,0.6733530028993615,0.2513889939788624,1.1194560105376024,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,13.34258473030268,10.822738615094014,0.21946163505551464,0.2031557269700202,3359.6790029170875,101.80845463385114,34,34,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\IC2574_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\IC2574_rotation_curve.png,ok,
IC4202,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\IC4202_normalized.csv,formula,,1754.0321785556648,1754.0321785556648,1754.0321785556648,False,False,0.8986526844724226,8.867059574240942,,,gbar_char_logmean,sigma_char_rms,4577.361699034203,4637.730830585807,0.11356423841353333,0.09616416787500456,0.1658981945341674,22,1951.84659086109,0.9759232954305449,0.9759232954305449,8.266000640037475,0.5294113394920025,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,34.83037940903299,23.374529027996,0.213670001071228,0.06121830472628914,1829.331914272337,59.01070691201087,32,32,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\IC4202_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\IC4202_rotation_curve.png,ok,
KK98-251,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\KK98-251_normalized.csv,formula,,570.0662808761018,570.0662808761018,570.0662808761018,False,False,0.41843533768736074,0.7194992488426284,,,gbar_char_logmean,sigma_char_rms,177.04964157706092,142.10489956357046,0.5150119754700971,0.4912804599566242,0.5220929009097914,15,1362.3760460260985,0.6811880230130493,0.6811880230130493,0.25327886280035833,0.9945843239061134,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,5.637531732517244,4.75421808560828,0.44944600014572017,0.15724389649642495,119.18161513177081,8.5129725094122,15,15,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\KK98-251_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\KK98-251_rotation_curve.png,ok,
NGC0024,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0024_normalized.csv,formula,,1662.7524780427136,1662.7524780427136,1662.7524780427136,False,False,0.9406998126821615,15.863353139850629,,,gbar_char_logmean,sigma_char_rms,2176.6304273504275,1697.961358605686,0.7267622924407979,0.6882159694679267,0.7788869447696173,28,1767.5696918678086,0.8837848459339043,0.8837848459339043,3.0263398609575303,1.2393422631121642,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,22.55870892697739,19.824747991572853,0.21322652366285483,0.21057283114533532,738.3885830390418,26.37102082282292,29,29,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC0024_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC0024_rotation_curve.png,ok,
NGC0055,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0055_normalized.csv,formula,,1098.7526216488093,1098.7526216488093,1098.7526216488093,False,False,0.707607672824906,2.42006238556721,,,gbar_char_logmean,sigma_char_rms,430.4765943012212,440.0158388969217,0.470140204387426,0.612664590253625,0.5217735258049104,20,1552.7709263840757,0.7763854631920378,0.7763854631920378,0.7842566416234119,0.9942496534619601,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,17.46673577982044,15.286365302495094,0.19002017411992758,0.24735471497332176,736.4142434497151,36.820712172485756,21,21,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC0055_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC0055_rotation_curve.png,ok,
NGC0100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0100_normalized.csv,formula,,1235.756038331047,1235.756038331047,1235.756038331047,False,False,0.7887994266998878,3.734835632188448,,,gbar_char_logmean,sigma_char_rms,572.6412977099235,531.3199865191835,0.5316118456817067,0.5756992080082982,0.6472748577701573,18,1566.6289762672602,0.7833144881336301,0.7833144881336301,0.9469914294438515,1.1193840962081487,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,19.213466538319505,15.647024984568073,0.21701464593732395,0.22399322635850605,246.16450080577926,12.308225040288963,21,21,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC0100_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC0100_rotation_curve.png,ok,
NGC0247,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0247_normalized.csv,formula,,1166.2067674141033,1166.2067674141033,1166.2067674141033,False,False,0.7709267555576177,3.3654159717964145,,,gbar_char_logmean,sigma_char_rms,449.4103549864976,429.5522221864013,0.7221889917510069,0.713329500714067,0.7266155402596767,26,1512.7335495971681,0.756366774798584,0.756366774798584,0.7656069472824095,1.1928831431263656,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,25.426148480935254,23.451106888798243,0.2600762152356118,0.2640075769717879,1833.5472821887843,73.34189128755138,26,26,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC0247_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC0247_rotation_curve.png,ok,
NGC0289,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0289_normalized.csv,formula,,1424.0112169554227,1424.0112169554227,1424.0112169554227,False,False,0.859796175289051,6.132473041029001,,,gbar_char_logmean,sigma_char_rms,465.23016957284534,836.8923625835481,0.528462535712597,0.6675011422265497,0.6521373826814104,21,1656.2195295608183,0.8281097647804091,0.8281097647804091,1.4916244727131522,1.1240013408455116,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,51.48472700279511,47.95244128526461,0.2778497122231997,0.3005210690203799,1735.9792838602477,64.29552903186102,28,28,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC0289_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC0289_rotation_curve.png,ok,
NGC0300,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0300_normalized.csv,formula,,1189.8639728105586,1189.8639728105586,1189.8639728105586,False,False,0.7975091501217051,3.9384947547063986,,,gbar_char_logmean,sigma_char_rms,412.2658018867924,421.35662442265124,0.810835809072425,0.8382612408070136,0.8575692257579041,25,1491.975324206597,0.7459876621032985,0.7459876621032985,0.7509996277040779,1.3067074877665914,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,26.54065321774408,24.119694259857056,0.2779527489578668,0.3080529369316844,1357.2618008783033,56.552575036595975,25,25,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC0300_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC0300_rotation_curve.png,ok,
