galaxy,source_file,beta_mode,beta_raw,beta_formula,beta,beta_clipped,beta_hit_lower,beta_hit_upper,beta_saturation_ratio,beta_z,beta_numerator,beta_denominator,beta_g_choice,beta_sigma_choice,gbar_char_median,gbar_char_logmean,sigma_char_mean,sigma_char_median,sigma_char_rms,n_sigma_positive,beta_upper_dynamic,beta_upper_ratio_raw,beta_upper_ratio_used,beta_g_hat,beta_sigma_hat,beta_cap_mix_alpha,formula_g0,formula_sigma0,formula_p,formula_q,formula_lambda_beta,formula_cap_eta_g,formula_cap_eta_sigma,formula_cap_mix_alpha,formula_coherence_floor,sigma_weight_mode,sigma_weight_value,sigma_weight_u,sigma_weight_v,sigma_weight_lambda,sigma_weight_g_choice,sigma_weight_sigma_choice,structural_mode,sigma_proxy_mode,sigma_damping_mode,sigma_positive_only,D_bg,upsilon_disk,upsilon_bul,rmse_kmps,mae_kmps,mean_absolute_fractional_error,median_absolute_fractional_error,chi_square,reduced_chi_square,n_points_total,n_points_valid,detail_table,plot_path,status,error
NGC1705,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC1705_normalized.csv,formula,,1262.8579591792575,1262.8579591792575,1262.8579591792575,False,False,0.8642287525569101,6.36532969117163,,,gbar_char_logmean,sigma_char_rms,322.24443263991054,442.5324344454393,1.218131669891342,1.2956416956339514,1.276840234027746,14,1461.2542749161744,0.7306271374580872,0.7306271374580872,0.7887420637349264,1.6265051171540348,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,18.344828863534964,17.79403801559703,0.2513217522355323,0.27567169846965,252.247762670886,19.403674051606615,14,14,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC1705_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC1705_rotation_curve.png,ok,
NGC2366,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2366_normalized.csv,formula,,922.8376275750577,922.8376275750577,922.8376275750577,False,False,0.6397663466679726,1.7759760665067572,,,gbar_char_logmean,sigma_char_rms,273.39292671882924,270.53389549766274,0.562357830649955,0.727456931454894,0.6361723333933264,23,1442.460411338257,0.7212302056691285,0.7212302056691285,0.48218265247037756,1.1087827337786138,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,8.13134678483057,7.033575428387279,0.2059873322407751,0.1877631644257698,397.8579829960117,15.914319319840468,26,26,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC2366_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC2366_rotation_curve.png,ok,
NGC2403,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2403_normalized.csv,formula,,1645.6459243498748,1645.6459243498748,1645.6459243498748,False,False,0.9266217055526851,12.628008221395675,,,gbar_char_logmean,sigma_char_rms,2903.4940633245387,1627.839132371277,0.44029192926044647,0.1611207280520724,0.6569589867438738,45,1775.9630650658312,0.8879815325329156,0.8879815325329156,2.901358401681839,1.128564456441713,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,30.862748295883925,22.197681513617447,0.17622485358300366,0.0908892639010957,104513.50096573621,1451.576402301892,73,73,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC2403_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC2403_rotation_curve.png,ok,
NGC2683,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2683_normalized.csv,formula,,1596.5484303196663,1596.5484303196663,1596.5484303196663,False,False,0.8778901818450927,7.189349678102133,,,gbar_char_logmean,sigma_char_rms,1302.1040439052572,1621.6863857390554,0.29051839075128044,0.3084520633213301,0.39025658057529616,9,1818.6197582984062,0.9093098791492031,0.9093098791492031,2.8903921318706374,0.8474673116347053,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,30.69948712243429,26.642762926477268,0.15746634079805102,0.17492092164353348,121.11210514990663,12.111210514990663,11,11,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC2683_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC2683_rotation_curve.png,ok,
NGC2841,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2841_normalized.csv,formula,,1787.6758662327636,1787.6758662327636,1787.6758662327636,False,False,0.9643740504157484,27.0694272481104,,,gbar_char_logmean,sigma_char_rms,5366.0651961550775,2991.9490590728083,0.581494358679771,0.35912326038005626,0.7270808879375366,49,1853.7162685599887,0.9268581342799944,0.9268581342799944,5.332662403378732,1.1933032607443184,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,83.81160441804359,70.8138592624364,0.24211876813621075,0.16798943813934525,18623.82930903891,380.07814916405937,50,50,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC2841_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC2841_rotation_curve.png,ok,
NGC2903,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2903_normalized.csv,formula,,1861.0343600648787,1861.0343600648787,1861.0343600648787,False,False,0.9563925511503407,21.93186201851875,,,gbar_char_logmean,sigma_char_rms,4686.78359837963,5772.488506353423,0.1930821320929651,0.0,0.3097788466404852,16,1945.8896431454245,0.9729448215727122,0.9729448215727122,10.288521570386024,0.7463779378005112,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,60.58860903221439,50.41223017821688,0.3919430590410482,0.23733240320681326,7333.070956318123,222.21427140357946,34,34,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC2903_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC2903_rotation_curve.png,ok,
NGC2915,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2915_normalized.csv,formula,,1067.9304840377733,1067.9304840377733,1067.9304840377733,False,False,0.7852308341653971,3.656161866224853,,,gbar_char_logmean,sigma_char_rms,156.23544051830063,240.3151449459124,1.2910666472948575,1.537558245002257,1.402985179787001,27,1360.0210760608388,0.6800105380304194,0.6800105380304194,0.4283226462460945,1.7130085173141325,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,29.88679090683633,28.79450847354296,0.4386509519670042,0.3931229450832855,544.2592203889875,18.76755932375819,30,30,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC2915_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC2915_rotation_curve.png,ok,
NGC2955,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2955_normalized.csv,formula,,1647.0696162678437,1647.0696162678437,1647.0696162678437,False,False,0.8288290350874908,4.842112302814508,,,gbar_char_logmean,sigma_char_rms,11234.73445360696,9207.559022348612,0.02097872241256911,0.0,0.04756794319077039,6,1987.224803356436,0.9936124016782181,0.9936124016782181,16.410975874230026,0.26631966245245575,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,44.114386354360036,36.1581849983821,0.1434324562808306,0.15938928399263808,1385.8193520686905,60.253015307334366,24,24,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC2955_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC2955_rotation_curve.png,ok,
NGC2976,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2976_normalized.csv,formula,,1016.1495520739484,1016.1495520739484,1016.1495520739484,False,False,0.5181568321011192,1.0753640740836636,,,gbar_char_logmean,sigma_char_rms,2782.7392511013213,2670.8003207066026,0.010971554036776592,0.0,0.040387484782895305,3,1961.0849247195588,0.9805424623597794,0.9805424623597794,4.760267028602968,0.24339747609556917,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,3.5658155840855725,2.974131983951715,0.11479426546809023,0.04850998885720519,27.23608644775461,1.0475417864521004,27,27,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC2976_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC2976_rotation_curve.png,ok,
NGC2998,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2998_normalized.csv,formula,,1772.3679134576594,1772.3679134576594,1772.3679134576594,False,False,0.9448755736359946,17.14077834382636,,,gbar_char_logmean,sigma_char_rms,3718.225576,2920.4902123052666,0.3642493590090806,0.28837584921953596,0.4867102613436374,11,1875.7685804463913,0.9378842902231956,0.9378842902231956,5.2052986354728175,0.9569276485985938,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,31.541288190561183,26.392491746004705,0.1484651339304139,0.13238305230351322,1793.8090614736518,149.48408845613764,13,13,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC2998_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC2998_rotation_curve.png,ok,
NGC3109,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3109_normalized.csv,formula,,721.8778378649257,721.8778378649257,721.8778378649257,False,False,0.5587619560960057,1.2663503607988578,,,gbar_char_logmean,sigma_char_rms,113.16475728155339,110.90795345704184,1.1204216443061312,1.1267981120555512,1.1325169543673217,25,1291.923743177844,0.645961871588922,0.645961871588922,0.19767538215350777,1.5226669391503702,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,18.312183010312374,16.28013707571927,0.48841047932975834,0.35430054574044534,1804.8080267192624,75.20033444663594,25,25,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC3109_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC3109_rotation_curve.png,ok,
NGC3198,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3198_normalized.csv,formula,,1572.953263965086,1572.953263965086,1572.953263965086,False,False,0.8906619152772097,8.14594400053142,,,gbar_char_logmean,sigma_char_rms,2740.306332179931,1354.2513600641344,0.35296474362605756,0.1409848402207281,0.5249782641129034,33,1766.0497625246724,0.8830248812623361,0.8830248812623361,2.4137327106687163,0.9976037059754672,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,33.33959837285149,25.202073197395933,0.23467322195299417,0.1620454156251681,9768.44130917812,232.5819359328124,43,43,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC3198_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC3198_rotation_curve.png,ok,
NGC3521,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3521_normalized.csv,formula,,1914.7019663698804,1914.7019663698804,1914.7019663698804,False,False,0.9626897698285939,25.802300479142648,,,gbar_char_logmean,sigma_char_rms,20126.36903797468,17557.361539792415,0.0342552145566129,0.0,0.11849168568800945,4,1988.9086041817932,0.9944543020908966,0.9944543020908966,31.29314033668524,0.43995540678233597,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,52.36716064471106,50.41902601338583,0.2448681840496696,0.2735698011264007,1195.559934785324,29.8889983696331,41,41,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC3521_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC3521_rotation_curve.png,ok,
NGC3726,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3726_normalized.csv,formula,,1602.456561098667,1602.456561098667,1602.456561098667,False,False,0.874796298375545,6.986984306578025,,,gbar_char_logmean,sigma_char_rms,2181.7475889344114,1709.7227242590675,0.20010609567621276,0.0,0.3604489202437461,4,1831.8053746619098,0.9159026873309549,0.9159026873309549,3.0473025816435615,0.8112306994598936,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,33.27805218453592,29.263765520640835,0.19780336889994768,0.18680553638475655,242.39096938757194,22.03554267159745,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC3726_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC3726_rotation_curve.png,ok,
NGC3741,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3741_normalized.csv,formula,,629.1563660638386,629.1563660638386,629.1563660638386,False,False,0.49624457306596303,0.9850902770144103,,,gbar_char_logmean,sigma_char_rms,62.766108949416356,82.1108933908245,1.1506006802769915,1.3000319598534378,1.2106674700778284,21,1267.8352574753667,0.6339176287376833,0.6339176287376833,0.14634930790859887,1.5795886583197571,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,9.615945794388525,7.373362485620478,0.17706778915888885,0.18271093916831407,333.82730989575015,16.691365494787508,21,21,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC3741_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC3741_rotation_curve.png,ok,
NGC3769,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3769_normalized.csv,formula,,1386.30001674531,1386.30001674531,1386.30001674531,False,False,0.8462569132620185,5.504357504570345,,,gbar_char_logmean,sigma_char_rms,779.5212131601876,761.1889148261585,0.49919953809375195,0.4510403542789939,0.6483541669034454,9,1638.155027179179,0.8190775135895895,0.8190775135895895,1.3566953941455233,1.1204103058672155,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,32.86943345072981,30.17299020225909,0.2663954215869016,0.26828092752789584,202.97637674607213,18.45239788600656,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC3769_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC3769_rotation_curve.png,ok,
NGC3877,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3877_normalized.csv,formula,,1418.6912687501465,1418.6912687501465,1418.6912687501465,False,False,0.71710632505083,2.534896989760124,,,gbar_char_logmean,sigma_char_rms,5055.686628571429,5252.418023885908,0.017853527976218347,0.0,0.04563953178868465,2,1978.3555369555368,0.9891777684777684,0.9891777684777684,9.361580551603769,0.2603262579431652,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,29.082705963187635,23.98391369961572,0.2621964280767878,0.1610963215082844,277.77765347575996,23.148137789646665,13,13,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC3877_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC3877_rotation_curve.png,ok,
NGC3893,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3893_normalized.csv,formula,,1770.1514794888615,1770.1514794888615,1770.1514794888615,False,False,0.9235891594572408,12.087148274993845,,,gbar_char_logmean,sigma_char_rms,3104.9381882295975,3494.771820901558,0.20797498127265665,0.1484724129332037,0.29378281849772075,6,1916.6005375475759,0.9583002687737879,0.9583002687737879,6.228862166351362,0.7249279468026375,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,32.45722676582485,28.39212677940325,0.16632076968084136,0.17875839222546733,159.8907869393354,17.76564299325949,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC3893_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC3893_rotation_curve.png,ok,
NGC3917,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3917_normalized.csv,formula,,1507.8146135144643,1507.8146135144643,1507.8146135144643,False,False,0.8494984342837776,5.644449147363327,,,gbar_char_logmean,sigma_char_rms,1401.0041762452108,1242.4668338034214,0.375510578533922,0.37749111536414454,0.4066163033774055,16,1774.9469012096781,0.8874734506048391,0.8874734506048391,2.2144949801123217,0.866826060771063,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,22.978541171232855,21.08748246611325,0.18847489218028607,0.17005129353785162,499.501603823884,31.21885023899275,17,17,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC3917_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC3917_rotation_curve.png,ok,
NGC3949,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3949_normalized.csv,formula,,1437.6821717814526,1437.6821717814526,1437.6821717814526,False,False,0.7230112806076531,2.6102553280645604,,,gbar_char_logmean,sigma_char_rms,8354.517986270024,8026.112084205152,0.01160097698785402,0.0,0.030693300075244918,1,1988.4643716390651,0.9942321858195325,0.9942321858195325,14.30523893010673,0.20929280490766486,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,32.016185112054224,27.98748052376207,0.19100810338102864,0.21703134917738376,196.60623541832712,32.76770590305452,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC3949_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC3949_rotation_curve.png,ok,
NGC3953,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3953_normalized.csv,formula,,2.1497449806763887e-08,2.1497449806763887e-08,2.1497449806763887e-08,False,False,1.0748725043553713e-11,1.0748725043669248e-11,,,gbar_char_logmean,sigma_char_rms,6368.252248779825,6146.810842889016,0.0,0.0,0.0,0,1999.9999739184382,0.9999999869592191,0.9999999869592191,10.955690232477762,3.57174402131695e-07,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,18.266390697977915,17.32294665590406,0.0818601811758633,0.08732603517656926,69.0729311797792,9.867561597111315,8,8,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC3953_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC3953_rotation_curve.png,ok,
NGC3972,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC3972_normalized.csv,formula,,1622.6481905708054,1622.6481905708054,1622.6481905708054,False,False,0.8812953194619529,7.4242676486499795,,,gbar_char_logmean,sigma_char_rms,1960.3350696361863,1827.6612023242815,0.3260670385480442,0.3385116001178281,0.35680077161060364,9,1841.2082246862062,0.9206041123431031,0.9206041123431031,3.2575087300346626,0.8067045531015825,0.6,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,1.0,0.55,0.6,0.35,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,18.224379258976043,16.43762490145068,0.15559857526406418,0.14633364643335012,138.9322294646705,15.43691438496339,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\tables\NGC3972_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_160452_formula\figures\NGC3972_rotation_curve.png,ok,
