galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,shell_geom_kpc3,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,L_static,delta_sigma_i,beta_i,rho_struct_proxy_i,delta_m_struct_msun,M_struct_i_msun,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms,source_file
UGC01281,1,0.23,0.84,0.535,0.61,0.35,0.7176811337493203,2.3001144417346158,8.881473492568254,10.914000000000001,4.356,5,4.99,0.23,3.077111879822369,0.32498005891736587,0.0,1.0,5.290526445076143,379691101.72330076,379691101.72330076,5705.3620624081095,55.248246156673055,55.95756673397737,UGC01281_segment_structure_v8_1.csv
UGC01281,2,1.0,1.61,1.3050000000000002,0.6100000000000001,0.35,1.750605382323109,2.0924941862394024,17.14148187160106,26.139999999999997,5.038,5,4.99,0.23,3.077111879822369,0.32498005891736587,0.20762025549521335,0.5278882028741578,2.311375346183327,404630612.1597471,784321713.8830478,1980.7678116626225,50.841931456424064,53.65381994764353,UGC01281_segment_structure_v8_1.csv
UGC01281,3,1.76,2.22,1.9900000000000002,0.4600000000000002,0.35,2.0130697405672686,2.0541730102337157,22.166147625823672,38.525000000000006,4.865,4,4.99,0.23,3.077111879822369,0.32498005891736587,0.03832117600568674,0.8887684434681102,3.7502711039221994,754955727.8229586,1539277441.7060065,1671.7491330541598,57.678252182064064,61.79092874643968,UGC01281_segment_structure_v8_1.csv
UGC01281,4,2.38,3.07,2.7249999999999996,0.69,0.35,4.134885710838545,2.0365611244633395,25.118562460484434,48.379999999999995,6.388,5,4.99,0.23,3.077111879822369,0.32498005891736587,0.0176118857703762,0.9472485660098251,3.9287903570632956,1624509910.8301287,3163787352.536135,1832.460521827616,70.66438227268567,74.99598057270477,UGC01281_segment_structure_v8_1.csv
UGC01281,5,3.46,4.99,4.225,1.5300000000000002,0.35,14.215628217677475,2.021259575103735,26.65534840303284,55.620000000000005,4.0,5,4.99,0.23,3.077111879822369,0.32498005891736587,0.015301549359604483,0.9540067049451778,3.897585110519183,5540662087.789608,8704449440.325743,2097.240496755234,94.1320407661008,97.83326988953159,UGC01281_segment_structure_v8_1.csv
UGC04278,1,0.14,1.25,0.6950000000000001,1.1099999999999999,0.35,1.6965071568282921,2.210373732270843,17.252937366659097,22.345999999999997,5.018,5,6.69,0.14,3.86672673051297,0.2586166723675705,0.0,1.0,4.885752036312938,828871329.60933,828871329.60933,7380.365385290746,71.61950811599498,73.6682956946537,UGC04278_segment_structure_v8_1.csv
UGC04278,2,1.52,2.63,2.075,1.1099999999999999,0.35,5.065111295566483,2.051399173508928,31.76649967257124,42.42,4.0,5,6.69,0.14,3.86672673051297,0.2586166723675705,0.15897455876191513,0.5407970680159593,2.275803079666416,1152719588.5303352,1981590918.1396651,1979.4209193174195,64.0882080228777,71.52907736739733,UGC04278_segment_structure_v8_1.csv
UGC04278,3,2.91,4.01,3.46,1.0999999999999996,0.35,8.369831147693924,2.0271909081790485,33.98739353469354,55.120000000000005,6.544,5,6.69,0.14,3.86672673051297,0.2586166723675705,0.02420826532987963,0.9106408043821265,3.7422810976822483,3132226089.480709,5113817007.620375,1837.18690118652,79.72870673794577,86.6706963015037,UGC04278_segment_structure_v8_1.csv
UGC04278,4,4.29,5.4,4.845000000000001,1.1100000000000003,0.35,11.826729747961265,2.0179741780578375,36.39439984531107,75.44,4.0,5,6.69,0.14,3.86672673051297,0.2586166723675705,0.009216730121210936,0.9649889999461922,3.929647296255684,4647487657.762265,9761304665.38264,1788.4658829659952,93.08661129813594,99.94833436866583,UGC04278_segment_structure_v8_1.csv
UGC04278,5,5.68,6.69,6.1850000000000005,1.0100000000000007,0.35,13.737540647654189,2.013345256568873,48.335042283998504,89.08000000000001,10.664,5,6.69,0.14,3.86672673051297,0.2586166723675705,0.004628921488964544,0.9822604571763316,3.9816508365127583,5469809021.136032,15231113686.518673,1712.4291281678038,102.91440209085349,113.69982616659442,UGC04278_segment_structure_v8_1.csv
UGC05721,1,0.27,0.99,0.63,0.72,0.35,0.9975184993678309,2.240054788125141,41.56777150931113,51.52,5.208,5,6.74,0.27,3.217393244907978,0.3108106233462927,0.0,1.0,5.01784545380237,500539366.7136633,500539366.7136633,5423.972707715951,58.45599033342134,71.72853291481255,UGC05721_segment_structure_v8_1.csv
UGC05721,2,1.17,1.71,1.44,0.54,0.35,1.7100317132019964,2.0815725125161197,45.20426179596009,76.89999999999999,8.2275,4,6.74,0.27,3.217393244907978,0.3108106233462927,0.15848227560902117,0.6005557496929407,2.6021745072845244,444980093.0742316,945519459.787895,1961.1275558431496,53.14154382791429,69.76710517809832,UGC05721_segment_structure_v8_1.csv
UGC05721,3,1.89,2.67,2.28,0.78,0.35,3.9109058626008615,2.045672958188165,39.45641091235627,82.1,4.57,4,6.74,0.27,3.217393244907978,0.3108106233462927,0.035899554327954775,0.8909179140993614,3.728293554750383,1458100512.0770278,2403619971.8649225,1988.6413460283095,67.3357428780922,78.04428634454447,UGC05721_segment_structure_v8_1.csv
UGC05721,4,3.15,4.49,3.8200000000000003,1.3400000000000003,0.35,11.256829132636806,2.024065213160602,32.80303406408797,78.525,4.57,4,6.74,0.27,3.217393244907978,0.3108106233462927,0.02160774502756313,0.9328409046400044,3.821699919756776,4302022299.291382,6705642271.156304,1976.3961994215383,86.88977777500801,92.87557550615766,UGC05721_segment_structure_v8_1.csv
UGC05721,5,4.93,6.74,5.835,1.8100000000000005,0.35,23.225621700393397,2.014325174547936,31.605710564737638,78.7,4.57,5,6.74,0.27,3.217393244907978,0.3108106233462927,0.009740038612665813,0.9691483969034839,3.9323253469569646,9133070091.129066,15838712362.28537,2000.776168573996,108.04873411396021,112.57641797433082,UGC05721_segment_structure_v8_1.csv
UGC05750,1,0.31,4.09,2.1999999999999997,3.78,0.35,18.2878391550769,2.0477625270548008,19.55186144552288,25.28,7.7,5,22.85,0.31,4.300134098843159,0.23255088725466128,0.0,1.0,4.193331367209864,7668696956.74727,7668696956.74727,6814.5403777363435,122.44177731076904,123.9930002742287,UGC05750_segment_structure_v8_1.csv
UGC05750,2,4.82,22.85,13.835,18.03,0.35000000000000003,548.5583155880371,2.0050678571935654,41.681157619043795,68.21666666666665,9.233333333333333,6,22.85,0.31,4.300134098843159,0.23255088725466128,0.04269466986123538,0.8322746323161756,3.345991300650631,183547135185.71356,191215832142.46085,4296.609412836068,243.81056422269114,247.34775140892341,UGC05750_segment_structure_v8_1.csv
UGC05986,1,0.63,3.13,1.88,2.5,0.35,10.335839830310418,2.0581929576679445,53.532946336351,65.62,2.6319999999999997,5,9.41,0.63,2.703808413193847,0.36984869013657656,0.0,1.0,4.236158250993921,4378425317.812109,4378425317.812109,5327.980204173629,100.08297949125227,113.50056884129286,UGC05986_segment_structure_v8_1.csv
UGC05986,2,3.77,6.28,5.025,2.5100000000000002,0.35,27.73688591909527,2.0171899256490904,72.79067351019327,113.0,3.068,5,9.41,0.63,2.703808413193847,0.36984869013657656,0.041003032018854135,0.8950601619245337,3.6420492027370974,10101910324.805075,14480335642.617184,2466.418964627159,111.32724418241689,133.0121702977552,UGC05986_segment_structure_v8_1.csv
UGC05986,3,6.9,9.41,8.155000000000001,2.51,0.35,45.013791974173515,2.009548040049137,59.828755730292514,111.6,4.101999999999999,5,9.41,0.63,2.703808413193847,0.36984869013657656,0.00764188559995338,0.9795498059220491,3.9556996475218993,17806104104.586227,32286439747.20341,2088.0100350789985,130.49031318863953,143.55208757905348,UGC05986_segment_structure_v8_1.csv
UGC06667,1,0.87,3.5,2.185,2.63,0.35,12.637323484440497,2.048173842196159,14.461322096856858,49.525000000000006,3.5,4,7.85,0.87,2.1997755991278245,0.4545918230916298,0.0,1.0,4.195016087856576,5301377532.467561,5301377532.467561,4775.800814407585,102.15245850923301,103.17099697235466,UGC06667_segment_structure_v8_1.csv
UGC06667,2,4.37,7.85,6.109999999999999,3.4799999999999995,0.35,46.75933939232433,2.013544652617083,31.2656471036617,82.53999999999999,3.34,5,7.85,0.87,2.1997755991278245,0.4545918230916298,0.03462918957907579,0.9266526877385042,3.756985507454013,17567416043.508602,22868793575.976162,2634.639438414974,126.8765028234759,130.67206150331523,UGC06667_segment_structure_v8_1.csv
UGC06917,1,1.74,5.24,3.49,3.5,0.35,26.862187984519522,2.0269024587507327,61.92095464486067,81.17999999999999,3.9799999999999995,5,10.47,1.74,1.794628911656008,0.557218260279359,0.0,1.0,4.108333577289765,11035882885.627125,11035882885.627125,3896.875974878905,116.61945443332934,132.03901611439807,UGC06917_segment_structure_v8_1.csv
UGC06917,2,6.11,10.47,8.290000000000001,4.36,0.35000000000000003,79.48568705588767,2.00936080348129,68.8610731755489,105.0,4.316666666666666,6,10.47,1.74,1.794628911656008,0.557218260279359,0.017541655269442735,0.9690095983670813,3.9124061362744897,31098028978.344868,42133911863.97199,2636.8357370249405,147.8491402069581,163.09879110166654,UGC06917_segment_structure_v8_1.csv
UGC07089,1,0.87,3.5,2.185,2.63,0.35,12.637323484440497,2.048173842196159,36.64117958084035,37.974999999999994,4.3,4,9.16,0.87,2.3541082460195466,0.4247893025696053,0.0,1.0,4.195016087856576,5301377532.467561,5301377532.467561,4775.800814407585,102.15245850923301,108.52511608174379,UGC07089_segment_structure_v8_1.csv
UGC07089,2,4.37,6.55,5.46,2.1799999999999997,0.35,26.175624326004005,2.015532813703137,53.57789334738961,66.22500000000001,4.875,4,9.16,0.87,2.3541082460195466,0.4247893025696053,0.03264102849302164,0.9260375315424018,3.761909423510246,9847032781.825851,15148410314.293411,2185.456312470571,109.23640174451609,121.66832834239803,UGC07089_segment_structure_v8_1.csv
UGC07089,3,6.98,9.16,8.07,2.1799999999999997,0.35,38.68814804228065,2.009669522620055,53.43893757923338,75.175,6.3999999999999995,4,9.16,0.87,2.3541082460195466,0.4247893025696053,0.005863291083082256,0.9862920002859894,3.9834081103452177,15411068268.58572,30559478582.87913,2018.1768729301796,127.6193063942386,138.35608918346801,UGC07089_segment_structure_v8_1.csv
UGC08490,1,0.34,2.03,1.1849999999999998,1.6899999999999997,0.35000000000000003,4.404057369398118,2.1046736599321907,42.857470245607225,60.900000000000006,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.0,1.0,4.429651214812362,1950843807.645771,1950843807.645771,5975.1134189619,84.14576282540821,94.43130920051335,UGC08490_segment_structure_v8_1.csv
UGC08490,2,2.37,4.06,3.215,1.6899999999999995,0.35000000000000003,11.948560711067469,2.0297764884275704,44.92403110569881,78.14999999999999,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.07489717150462027,0.7754032845543102,3.1946557889309717,3817153864.5004854,5767997672.146256,2400.0676134769274,87.84200235268047,98.66299178574566,UGC08490_segment_structure_v8_1.csv
UGC08490,3,4.39,6.09,5.24,1.7000000000000002,0.35000000000000003,19.589715150724516,2.0163322340000915,38.707034034772285,79.31666666666666,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.013444254427478874,0.9553662561873982,3.884132921936228,7608905754.8282,13376903426.974457,2095.3345419158522,104.78336222721175,111.70401731096374,UGC08490_segment_structure_v8_1.csv
UGC08490,4,6.42,8.12,7.27,1.6999999999999993,0.35000000000000003,27.178860524001365,2.0109697464422047,34.32792483425858,79.8,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.005362487557886819,0.9819523185075276,3.9710145094027323,10792764948.984257,24169668375.958714,1966.809170638595,119.57718290101413,124.4070299218219,UGC08490_segment_structure_v8_1.csv
UGC08490,5,8.46,10.15,9.305,1.6899999999999995,0.35000000000000003,34.58207073607552,2.008145358484426,31.63884744527787,77.61666666666667,3.69,6,10.15,0.34,3.396283366859726,0.2944395069498046,0.002824387957778729,0.9904534386808685,3.9941498614846527,13812597304.034851,37982265679.99356,1886.7244045324255,132.49894559646208,136.2240333121868,UGC08490_segment_structure_v8_1.csv
UGC08837,1,0.52,2.09,1.305,1.5699999999999998,0.35,4.505656475815212,2.0924941862394024,19.17745861076016,17.752499999999998,2.07,4,4.2,0.52,2.089010992695987,0.47869542261692144,0.0,1.0,4.378531919445699,1972816069.7414124,1972816069.7414124,4982.254730559762,80.63400289816009,82.88315475504,UGC08837_segment_structure_v8_1.csv
UGC08837,2,2.63,4.2,3.415,1.5700000000000003,0.35,11.79066426429805,2.027634361091148,32.88988635846468,43.225,3.0075,4,4.2,0.52,2.089010992695987,0.47869542261692144,0.06485982514825439,0.8732853739573271,3.590339120553585,4233248316.5422444,6206064386.283657,2288.7334431989816,88.40828416231435,94.32798806927477,UGC08837_segment_structure_v8_1.csv
UGC12506,1,0.82,9.02,4.92,8.2,0.35000000000000003,88.72108981149863,2.01763955556552,109.39646172839652,181.83333333333334,17.9,6,49.99,0.82,4.110273924149317,0.2432927874039356,0.0,1.0,4.07086937618263,36117196753.51785,36117196753.51785,6417.179452094176,177.6865861687464,208.6626673437198,UGC12506_segment_structure_v8_1.csv
UGC12506,2,10.65,18.85,14.75,8.200000000000001,0.35000000000000003,265.9829420161799,2.004696128943481,177.94576202553347,240.0,11.6,6,49.99,0.82,4.110273924149317,0.2432927874039356,0.0129434266220394,0.9481893798216205,3.8105897086633664,101355186152.686,137472382906.20386,2717.6390525256934,200.2128268237427,267.861662519297,UGC12506_segment_structure_v8_1.csv
UGC12506,3,20.49,30.32,25.405,9.830000000000002,0.35000000000000003,549.1874823487716,2.002470916682833,168.50919584502986,248.71428571428572,12.07142857142857,7,49.99,0.82,4.110273924149317,0.2432927874039356,0.0022252122606478686,0.9908954676205323,3.973381600891853,218213143780.47284,355685526686.6767,2370.2172238695844,245.3881997415662,297.67552411433735,UGC12506_segment_structure_v8_1.csv
UGC12506,4,31.96,38.52,35.24,6.560000000000002,0.35,508.37905771661997,2.0016851306509946,152.28746127646687,242.2,16.8,5,49.99,0.82,4.110273924149317,0.2432927874039356,0.0007857860318383203,0.9967754143431656,3.9938232750926996,203037611327.83316,558723138014.5099,1935.0189035506048,261.1322771338758,302.293792564708,UGC12506_segment_structure_v8_1.csv
UGC12506,5,40.16,49.99,45.075,9.830000000000005,0.35000000000000003,974.3997546495135,2.001265743002301,144.06925810466495,230.28571428571428,14.628571428571425,7,49.99,0.82,4.110273924149317,0.2432927874039356,0.0004193876486935366,0.9982776867701004,3.9981665984119528,389581255254.0487,948304393268.5586,2007.4126031041137,300.8057896466056,333.52672189158477,UGC12506_segment_structure_v8_1.csv
UGCA281,1,0.25,1.08,0.665,0.8300000000000001,0.35000000000000003,1.2138014456042208,2.223188582841033,17.94486518706182,24.633333333333336,1.6616666666666664,6,1.08,0.25,1.463255402256019,0.6834076938709533,0.0,1.0,4.942567474874721,599929554.599934,599929554.599934,5834.683748486408,62.29016529712746,64.82347475510153,UGCA281_segment_structure_v8_1.csv
