preferred_name,catalog_name_normalized,MType,gmag,rmag,imag,gmue,rmue,imue,z,e_z,RAJ2000_deg,DEJ2000_deg,RAJ2000,DEJ2000,axial_ratio_r,major_diam_r_arcsec,edge_likelihood_r,source_catalog,_Glon,_Glat,_RAJ2000,_DEJ2000,_RAB1950,_DEB1950,_Elon2000,_Elat2000,SDSS,e_gmag,e_rmag,e_imag,el(g),el(r),el(i),CI(g),CI(r),CI(i),Diam(g),Diam(r),Diam(i),a/b(g),a/b(r),a/b(i),kautsch_name,kautsch_name_norm,kautsch_catalog_token,RA_match_deg,DE_match_deg,kautsch_sdss_norm,kautsch_sdss_token,matched,match_reason,matched_sparc_name,matched_sparc_index,matched_sep_deg
J074950.89+335744.2,J074950.89+335744.2,Sb(f) ,14.54,13.78,13.4,22.05,21.29,20.91,,,117.46205417,33.96228194,07 49 50.893,+33 57 44.21,4.905,126.612,0.776,Kautsch 2006,186.33636173,26.1570958,117.46205417,33.96228194,116.6541107,34.08887698,113.08388499,12.69766537,J074950.89+335744.2,0.06,0.04,0.05,0.778,0.776,0.762,2.634,2.89,2.939,117.138,126.612,118.862,5.348,4.905,3.916,J074950.89+335744.2,J074950.89+335744.2,J074950.89+335744.2,117.46205417,33.96228194,J074950.89+335744.2,J074950.89+335744.2,False,unmatched,,,
J074957.74+425234.9,J074957.74+425234.9,Sc(f) ,16.15,15.75,15.51,21.44,21.04,20.81,0.041,5.379e-05,117.49060833,42.87638389,07 49 57.746,+42 52 34.98,3.105,42.894,0.679,Kautsch 2006,176.6160362,28.35957856,117.49060833,42.87638389,116.61936732,43.00296338,111.31201386,21.44980798,J074957.74+425234.9,0.01,0.01,0.01,0.685,0.679,0.676,2.32,2.405,2.369,41.035,42.894,43.695,3.186,3.105,3.115,J074957.74+425234.9,J074957.74+425234.9,J074957.74+425234.9,117.49060833,42.87638389,J074957.74+425234.9,J074957.74+425234.9,False,unmatched,,,
J075022.13+411554.1,J075022.13+411554.1,Sc(f) ,15.42,14.76,14.37,21.16,20.5,20.11,0.0415,8.392e-05,117.59221667,41.26503472,07 50 22.132,+41 15 54.12,3.231,56.583,0.678,Kautsch 2006,178.4212407,28.09066919,117.59221667,41.26503472,116.73386054,41.39208169,111.72962491,19.88472879,J075022.13+411554.1,0.01,,,0.692,0.678,0.674,2.174,2.301,2.351,51.44,56.583,60.181,3.288,3.231,3.13,J075022.13+411554.1,J075022.13+411554.1,J075022.13+411554.1,117.59221667,41.26503472,J075022.13+411554.1,J075022.13+411554.1,False,unmatched,,,
J075032.21+433557.8,J075032.21+433557.8,Sc(f) ,17.0,16.38,16.07,22.01,21.38,21.08,0.032,9.174e-05,117.63424583,43.59940417,07 50 32.219,+43 35 57.85,3.104,33.949,0.633,Kautsch 2006,175.83441381,28.60803405,117.63424583,43.59940417,116.75739498,43.72659227,111.26808807,22.17922197,J075032.21+433557.8,0.02,0.01,0.01,0.611,0.633,0.624,2.209,2.23,2.252,31.051,33.949,36.868,3.188,3.104,3.314,J075032.21+433557.8,J075032.21+433557.8,J075032.21+433557.8,117.63424583,43.59940417,J075032.21+433557.8,J075032.21+433557.8,False,unmatched,,,
J075040.58+424227.0,J075040.58+424227.0,Scd(f),16.85,16.28,15.91,21.51,20.94,20.57,,,117.6691,42.70750417,07 50 40.584,+42 42 27.01,6.302,46.712,0.776,Kautsch 2006,176.83456427,28.45300965,117.6691,42.70750417,116.79958276,42.83485883,111.48576546,21.31016896,J075040.58+424227.0,0.02,0.02,0.02,0.787,0.776,0.775,2.536,2.581,2.607,41.43,46.712,42.575,5.857,6.302,4.875,J075040.58+424227.0,J075040.58+424227.0,J075040.58+424227.0,117.6691,42.70750417,J075040.58+424227.0,J075040.58+424227.0,False,unmatched,,,
J075043.62+432215.5,J075043.62+432215.5,Sc(f) ,17.02,16.55,16.25,22.14,21.66,21.36,0.0313,5.123e-05,117.6817875,43.37099583,07 50 43.629,+43 22 15.58,4.1,36.645,0.739,Kautsch 2006,176.09719055,28.59646796,117.6817875,43.37099583,116.80691616,43.49839359,111.35367141,21.96226613,J075043.62+432215.5,0.02,0.02,0.02,0.743,0.739,0.738,2.337,2.382,2.393,32.499,36.645,38.662,3.975,4.1,3.797,J075043.62+432215.5,J075043.62+432215.5,J075043.62+432215.5,117.6817875,43.37099583,J075043.62+432215.5,J075043.62+432215.5,False,unmatched,,,
J075103.39+424813.0,J075103.39+424813.0,Sc(f) ,17.1,16.4,15.99,22.05,21.36,20.95,0.1003,8.402e-05,117.76415833,42.80362639,07 51 03.398,+42 48 13.05,4.931,39.151,0.736,Kautsch 2006,176.74376258,28.54100416,117.76415833,42.80362639,116.89406375,42.93139011,111.53871468,21.41824106,J075103.39+424813.0,0.02,0.05,0.02,0.753,0.736,0.734,2.381,2.618,2.763,35.508,39.151,35.95,4.927,4.931,3.937,J075103.39+424813.0,J075103.39+424813.0,J075103.39+424813.0,117.76415833,42.80362639,J075103.39+424813.0,J075103.39+424813.0,False,unmatched,,,
J075103.89+425455.2,J075103.89+425455.2,Sb(f) ,16.49,15.59,15.1,20.16,19.26,18.78,0.0417,7.722e-05,117.76622917,42.91534944,07 51 03.895,+42 54 55.26,3.841,43.768,0.627,Kautsch 2006,176.61957571,28.5651979,117.76622917,42.91534944,116.89523893,43.04312015,111.51640693,21.52802901,J075103.89+425455.2,0.28,0.25,0.25,0.634,0.627,0.63,3.009,3.115,3.205,39.362,43.768,43.901,4.427,3.841,3.127,J075103.89+425455.2,J075103.89+425455.2,J075103.89+425455.2,117.76622917,42.91534944,J075103.89+425455.2,J075103.89+425455.2,False,unmatched,,,
J075146.56+365748.9,J075146.56+365748.9,Sa(f) ,17.0,16.42,16.08,21.67,21.09,20.75,0.0839,0.0001024,117.9440125,36.96360694,07 51 46.563,+36 57 48.98,2.894,33.686,0.497,Kautsch 2006,183.21556489,27.33873055,117.9440125,36.96360694,117.11724494,37.09224077,112.89060025,15.71873471,J075146.56+365748.9,0.02,0.02,0.02,0.507,0.497,0.496,2.565,2.726,2.709,32.377,33.686,34.558,3.012,2.894,2.742,J075146.56+365748.9,J075146.56+365748.9,J075146.56+365748.9,117.9440125,36.96360694,J075146.56+365748.9,J075146.56+365748.9,False,unmatched,,,
J075153.48+442727.0,J075153.48+442727.0,Sd(f) ,17.95,17.14,16.82,22.74,21.93,21.62,0.05,0.000111,117.9728625,44.45751917,07 51 53.487,+44 27 27.07,5.598,35.997,0.802,Kautsch 2006,174.92669581,29.01181168,117.9728625,44.45751917,117.08955511,44.58615374,111.3395888,23.06875886,J075153.48+442727.0,0.05,0.02,0.04,0.809,0.802,0.796,2.279,2.494,2.461,33.09,35.997,32.469,6.455,5.598,4.243,J075153.48+442727.0,J075153.48+442727.0,J075153.48+442727.0,117.9728625,44.45751917,J075153.48+442727.0,J075153.48+442727.0,False,unmatched,,,
J075214.16+355405.8,J075214.16+355405.8,Scd(f),17.83,17.29,16.98,22.31,21.77,21.46,0.0724,5.114e-05,118.05901667,35.90161444,07 52 14.164,+35 54 05.81,6.225,37.037,0.765,Kautsch 2006,184.39665233,27.1548281,118.05901667,35.90161444,117.23951945,36.03075926,113.19766351,14.69472739,J075214.16+355405.8,0.03,0.03,0.03,0.776,0.765,0.756,2.409,2.637,2.583,33.0,37.037,35.388,6.133,6.225,5.236,J075214.16+355405.8,J075214.16+355405.8,J075214.16+355405.8,118.05901667,35.90161444,J075214.16+355405.8,J075214.16+355405.8,False,unmatched,,,
J075215.27+421459.3,J075215.27+421459.3,Sa(f) ,16.19,15.31,14.82,19.65,18.76,18.27,0.0416,8.04e-05,118.06364583,42.24983167,07 52 15.275,+42 14 59.39,3.409,48.644,0.529,Kautsch 2006,177.41258132,28.64363894,118.06364583,42.24983167,117.19857096,42.37889676,111.88922062,20.91967488,J075215.27+421459.3,0.04,0.03,0.03,0.536,0.529,0.536,2.941,3.057,3.113,44.775,48.644,59.648,4.006,3.409,3.3,J075215.27+421459.3,J075215.27+421459.3,J075215.27+421459.3,118.06364583,42.24983167,J075215.27+421459.3,J075215.27+421459.3,False,unmatched,,,
J075245.12+343258.6,J075245.12+343258.6,Sb(f) ,16.9,15.94,15.53,21.94,20.98,20.58,,,118.1880125,34.54961833,07 52 45.123,+34 32 58.63,2.526,37.647,0.669,Kautsch 2006,185.89104372,26.89617557,118.1880125,34.54961833,117.37745322,34.67933739,113.57360615,13.38859183,J075245.12+343258.6,0.03,0.03,0.01,0.66,0.669,0.657,2.699,2.754,2.744,33.796,37.647,41.167,3.413,2.526,2.831,J075245.12+343258.6,J075245.12+343258.6,J075245.12+343258.6,118.1880125,34.54961833,J075245.12+343258.6,J075245.12+343258.6,False,unmatched,,,
J075247.92+384951.9,J075247.92+384951.9,Sb(f) ,15.78,14.91,14.46,20.73,19.87,19.41,0.0406,8.011e-05,118.19969167,38.83108833,07 52 47.926,+38 49 51.92,3.486,49.123,0.677,Kautsch 2006,181.22652324,27.99056145,118.19969167,38.83108833,117.36043146,38.96079475,112.71623743,17.58963861,J075247.92+384951.9,0.05,0.04,0.04,0.702,0.677,0.685,2.878,2.905,2.93,43.966,49.123,50.895,3.771,3.486,3.034,J075247.92+384951.9,J075247.92+384951.9,J075247.92+384951.9,118.19969167,38.83108833,J075247.92+384951.9,J075247.92+384951.9,False,unmatched,,,
J075252.86+394917.8,J075252.86+394917.8,Sd(f) ,17.75,17.41,17.18,22.43,22.09,21.86,0.0412,5.462e-05,118.22027917,39.82163806,07 52 52.867,+39 49 17.90,4.647,28.359,0.82,Kautsch 2006,180.13791351,28.23449994,118.22027917,39.82163806,117.3739238,39.95141744,112.52655492,18.56376798,J075252.86+394917.8,0.03,0.1,0.04,0.846,0.82,0.82,1.899,2.069,2.131,33.549,28.359,34.674,6.916,4.647,6.632,J075252.86+394917.8,J075252.86+394917.8,J075252.86+394917.8,118.22027917,39.82163806,J075252.86+394917.8,J075252.86+394917.8,False,unmatched,,,
J075257.22+401026.2,J075257.22+401026.2,Sc(f) ,16.37,15.64,15.18,22.54,21.81,21.35,0.0412,9.792e-05,118.23845417,40.17396444,07 52 57.229,+40 10 26.27,5.601,77.329,0.734,Kautsch 2006,179.75159231,28.32716159,118.23845417,40.17396444,117.38954661,40.30381634,112.46704613,18.91183679,J075257.22+401026.2,0.03,0.05,0.02,0.775,0.734,0.74,2.664,2.651,2.707,58.828,77.329,80.8,4.823,5.601,5.632,J075257.22+401026.2,J075257.22+401026.2,J075257.22+401026.2,118.23845417,40.17396444,J075257.22+401026.2,J075257.22+401026.2,False,unmatched,,,
J075303.60+361848.0,J075303.60+361848.0,Sd(f) ,18.29,17.7,17.41,23.36,22.77,22.47,0.084,6.866e-05,118.2650125,36.31334778,07 53 03.603,+36 18 48.05,6.924,37.542,0.865,Kautsch 2006,183.99759939,27.42213197,118.2650125,36.31334778,117.44313516,36.44337279,113.28382857,15.13094888,J075303.60+361848.0,0.07,0.04,0.12,0.882,0.865,0.861,2.022,2.23,2.134,59.607,37.542,39.29,18.49,6.924,7.303,J075303.60+361848.0,J075303.60+361848.0,J075303.60+361848.0,118.2650125,36.31334778,J075303.60+361848.0,J075303.60+361848.0,False,unmatched,,,
J075307.04+394439.7,J075307.04+394439.7,Sc(f) ,15.4,14.73,14.27,21.09,20.42,19.95,0.028,8.192e-05,118.27937083,39.74437139,07 53 07.049,+39 44 39.74,3.772,61.892,0.72,Kautsch 2006,180.23501349,28.26125442,118.27937083,39.74437139,117.43369002,39.87440605,112.58967635,18.49705705,J075307.04+394439.7,0.01,0.01,0.01,0.727,0.72,0.719,2.477,2.555,2.531,57.815,61.892,64.417,4.063,3.772,3.384,J075307.04+394439.7,J075307.04+394439.7,J075307.04+394439.7,118.27937083,39.74437139,J075307.04+394439.7,J075307.04+394439.7,False,unmatched,,,
J075345.27+394657.4,J075345.27+394657.4,Sd(f) ,16.6,16.18,15.98,22.86,22.45,22.25,0.0129,5.992e-05,118.43864167,39.78261583,07 53 45.274,+39 46 57.42,6.173,65.654,0.809,Kautsch 2006,180.22403034,28.38915394,118.43864167,39.78261583,117.59298236,39.91333394,112.70817184,18.55893118,J075345.27+394657.4,0.03,0.08,0.03,0.828,0.809,0.806,2.289,2.426,2.454,60.177,65.654,74.0,6.101,6.173,6.567,J075345.27+394657.4,J075345.27+394657.4,J075345.27+394657.4,118.43864167,39.78261583,J075345.27+394657.4,J075345.27+394657.4,False,unmatched,,,
J075358.09+353554.8,J075358.09+353554.8,Sb(f) ,17.43,16.72,16.25,21.4,20.69,20.22,,,118.49205,35.59857028,07 53 58.092,+35 35 54.85,5.502,36.458,0.699,Kautsch 2006,184.82898436,27.41504279,118.49205,35.59857028,117.67523699,35.72958027,113.61481258,14.46590853,J075358.09+353554.8,0.1,0.06,0.05,0.716,0.699,0.698,2.758,2.855,2.968,38.02,36.458,39.782,6.875,5.502,5.448,J075358.09+353554.8,J075358.09+353554.8,J075358.09+353554.8,118.49205,35.59857028,J075358.09+353554.8,J075358.09+353554.8,False,unmatched,,,
J075401.95+385613.2,J075401.95+385613.2,Sc(f) ,15.78,15.06,14.67,20.7,19.98,19.58,,,118.508125,38.93700139,07 54 01.950,+38 56 13.20,2.988,44.95,0.615,Kautsch 2006,181.17323566,28.24873178,118.508125,38.93700139,117.66867571,39.06803085,112.94116985,17.74104934,J075401.95+385613.2,0.01,0.01,0.01,0.624,0.615,0.616,2.419,2.425,2.474,41.312,44.95,49.647,3.264,2.988,3.091,J075401.95+385613.2,J075401.95+385613.2,J075401.95+385613.2,118.508125,38.93700139,J075401.95+385613.2,J075401.95+385613.2,False,unmatched,,,
J075403.61+363948.4,J075403.61+363948.4,Scd(f),16.52,15.96,15.63,21.7,21.14,20.81,,,118.51504167,36.66346472,07 54 03.610,+36 39 48.47,4.097,44.632,0.769,Kautsch 2006,183.6730993,27.70539339,118.51504167,36.66346472,117.69125424,36.79455799,113.41701841,15.51368758,J075403.61+363948.4,0.04,0.02,0.01,0.797,0.769,0.76,2.4,2.363,2.374,43.918,44.632,46.181,4.989,4.097,3.968,J075403.61+363948.4,J075403.61+363948.4,J075403.61+363948.4,118.51504167,36.66346472,J075403.61+363948.4,J075403.61+363948.4,False,unmatched,,,
J075434.61+442646.9,J075434.61+442646.9,Sc(f) ,16.59,16.0,15.68,21.47,20.89,20.56,0.0482,9.96e-05,118.64422917,44.44637028,07 54 34.615,+44 26 46.93,3.407,37.884,0.664,Kautsch 2006,175.0396452,29.48094759,118.64422917,44.44637028,117.76250407,44.57789077,111.85206711,23.15613783,J075434.61+442646.9,0.01,0.01,0.01,0.68,0.664,0.653,2.309,2.433,2.486,33.528,37.884,36.271,3.524,3.407,2.89,J075434.61+442646.9,J075434.61+442646.9,J075434.61+442646.9,118.64422917,44.44637028,J075434.61+442646.9,J075434.61+442646.9,False,unmatched,,,
J075459.79+440453.6,J075459.79+440453.6,Sb(f) ,17.12,16.41,15.94,21.72,21.01,20.54,0.0662,9.025e-05,118.74912917,44.08157611,07 54 59.791,+44 04 53.67,5.109,42.728,0.676,Kautsch 2006,175.46740821,29.48903427,118.74912917,44.08157611,117.87069137,44.21355247,112.01410555,22.81486738,J075459.79+440453.6,0.06,0.07,0.07,0.678,0.676,0.655,2.683,2.918,2.944,36.666,42.728,46.012,4.911,5.109,5.089,J075459.79+440453.6,J075459.79+440453.6,J075459.79+440453.6,118.74912917,44.08157611,J075459.79+440453.6,J075459.79+440453.6,False,unmatched,,,
J075500.52+362747.3,J075500.52+362747.3,Scd(f),16.82,16.39,16.3,22.56,22.13,22.03,0.0202,5.51e-05,118.75219167,36.46315667,07 55 00.526,+36 27 47.36,5.381,57.234,0.789,Kautsch 2006,183.94627933,27.83948715,118.75219167,36.46315667,117.93013828,36.59526859,113.65181388,15.35500208,J075500.52+362747.3,0.12,0.05,0.08,0.804,0.789,0.78,2.459,2.568,2.552,60.153,57.234,59.634,7.204,5.381,5.885,J075500.52+362747.3,J075500.52+362747.3,J075500.52+362747.3,118.75219167,36.46315667,J075500.52+362747.3,J075500.52+362747.3,False,unmatched,,,
J075501.27+441137.3,J075501.27+441137.3,Sd(f) ,16.29,15.43,15.0,22.08,21.23,20.79,0.0309,7.393e-05,118.75530833,44.19372139,07 55 01.274,+44 11 37.40,4.401,54.439,0.836,Kautsch 2006,175.34160686,29.51369338,118.75530833,44.19372139,117.87595016,44.32572218,111.99353796,22.9254888,J075501.27+441137.3,0.01,0.01,0.02,0.833,0.836,0.836,2.228,2.328,2.331,56.711,54.439,57.013,5.948,4.401,4.357,J075501.27+441137.3,J075501.27+441137.3,J075501.27+441137.3,118.75530833,44.19372139,J075501.27+441137.3,J075501.27+441137.3,False,unmatched,,,
J075506.85+425728.0,J075506.85+425728.0,Sd(f) ,16.58,16.03,15.67,22.51,21.95,21.6,0.0252,5.131e-05,118.7785625,42.95780333,07 55 06.855,+42 57 28.09,4.962,49.584,0.843,Kautsch 2006,176.73912337,29.30013598,118.7785625,42.95780333,117.90935675,43.08992552,112.28784727,21.71981086,J075506.85+425728.0,0.02,0.03,0.02,0.855,0.843,0.571,2.353,2.566,2.511,51.93,49.584,46.935,6.215,4.962,3.662,J075506.85+425728.0,J075506.85+425728.0,J075506.85+425728.0,118.7785625,42.95780333,J075506.85+425728.0,J075506.85+425728.0,False,unmatched,,,
J075523.42+341112.4,J075523.42+341112.4,Sc(f) ,16.72,16.01,15.62,21.52,20.82,20.42,,,118.8475875,34.18679583,07 55 23.421,+34 11 12.46,3.495,43.583,0.67,Kautsch 2006,186.44889566,27.32216401,118.8475875,34.18679583,118.04034154,34.31934767,114.19493822,13.13897006,J075523.42+341112.4,0.02,0.02,0.02,0.722,0.67,0.667,2.567,2.63,2.785,40.117,43.583,47.243,4.037,3.495,3.549,J075523.42+341112.4,J075523.42+341112.4,J075523.42+341112.4,118.8475875,34.18679583,J075523.42+341112.4,J075523.42+341112.4,False,unmatched,,,
J075527.31+440145.6,J075527.31+440145.6,Sb(f) ,17.17,16.29,15.81,21.57,20.7,20.21,0.0478,6.939e-05,118.8638,44.02934444,07 55 27.312,+44 01 45.64,4.979,38.615,0.719,Kautsch 2006,175.54360248,29.56061575,118.8638,44.02934444,117.98605069,44.16181234,112.11332577,22.78091122,J075527.31+440145.6,0.07,0.06,0.06,0.697,0.719,0.713,3.057,3.196,3.139,36.314,38.615,38.985,5.664,4.979,4.328,J075527.31+440145.6,J075527.31+440145.6,J075527.31+440145.6,118.8638,44.02934444,J075527.31+440145.6,J075527.31+440145.6,False,unmatched,,,
J075537.80+410423.6,J075537.80+410423.6,Sb(f) ,16.65,15.88,15.44,21.45,20.67,20.24,0.0779,8.697e-05,118.90751667,41.07322306,07 55 37.804,+41 04 23.60,3.049,43.823,0.584,Kautsch 2006,178.87552208,29.01689172,118.90751667,41.07322306,118.05321286,41.20592839,112.80206232,19.89503792,J075537.80+410423.6,0.04,0.04,0.04,0.606,0.584,0.576,3.015,3.171,3.331,38.921,43.823,44.429,3.779,3.049,2.519,J075537.80+410423.6,J075537.80+410423.6,J075537.80+410423.6,118.90751667,41.07322306,J075537.80+410423.6,J075537.80+410423.6,False,unmatched,,,
J075537.86+441125.0,J075537.86+441125.0,Sc(f) ,17.2,16.72,16.39,22.24,21.75,21.42,0.0495,5.745e-05,118.90775833,44.19029528,07 55 37.862,+44 11 25.06,3.344,33.142,0.662,Kautsch 2006,175.36805607,29.62060789,118.90775833,44.19029528,118.02876945,44.32294821,112.11040044,22.94490539,J075537.86+441125.0,0.02,0.03,0.02,0.68,0.662,0.625,2.37,2.317,2.428,31.482,33.142,33.976,3.87,3.344,3.168,J075537.86+441125.0,J075537.86+441125.0,J075537.86+441125.0,118.90775833,44.19029528,J075537.86+441125.0,J075537.86+441125.0,False,unmatched,,,
J075643.47+440549.4,J075643.47+440549.4,Sb(f) ,16.42,15.55,15.09,20.91,20.04,19.58,,,119.18114167,44.09706056,07 56 43.474,+44 05 49.42,7.278,68.548,0.733,Kautsch 2006,175.51385171,29.79708225,119.18114167,44.09706056,118.30354165,44.23088216,112.33988456,22.8948757,J075643.47+440549.4,0.13,0.12,0.12,0.739,0.733,0.734,2.886,2.971,2.953,51.746,68.548,80.17,6.552,7.278,7.578,J075643.47+440549.4,J075643.47+440549.4,J075643.47+440549.4,119.18114167,44.09706056,J075643.47+440549.4,J075643.47+440549.4,False,unmatched,,,
J075706.83+443141.9,J075706.83+443141.9,Irr(f),17.19,16.45,16.07,22.32,21.59,21.2,,,119.27846667,44.52833139,07 57 06.832,+44 31 41.99,6.631,43.044,0.75,Kautsch 2006,175.03810832,29.9407761,119.27846667,44.52833139,118.39749026,44.66255996,112.31486334,23.33112626,J075706.83+443141.9,0.05,0.06,0.09,0.773,0.75,0.736,2.088,2.144,2.154,34.406,43.044,43.274,5.631,6.631,6.282,J075706.83+443141.9,J075706.83+443141.9,J075706.83+443141.9,119.27846667,44.52833139,J075706.83+443141.9,J075706.83+443141.9,False,unmatched,,,
J075719.78+411031.1,J075719.78+411031.1,Sb(f) ,15.62,14.72,14.28,20.93,20.03,19.59,0.0414,8.01e-05,119.33243333,41.17530861,07 57 19.784,+41 10 31.11,4.324,55.404,0.718,Kautsch 2006,178.83650721,29.35112856,119.33243333,41.17530861,118.47822184,41.30982445,113.11296481,20.06086149,J075719.78+411031.1,0.04,0.04,0.04,0.704,0.718,0.725,2.889,2.946,2.893,47.845,55.404,55.316,4.197,4.324,3.813,J075719.78+411031.1,J075719.78+411031.1,J075719.78+411031.1,119.33243333,41.17530861,J075719.78+411031.1,J075719.78+411031.1,False,unmatched,,,
J075728.08+383442.7,J075728.08+383442.7,Scd(f),16.99,16.23,15.79,21.86,21.09,20.66,,,119.367025,38.57854778,07 57 28.086,+38 34 42.77,4.196,37.778,0.783,Kautsch 2006,181.745056,28.81856215,119.367025,38.57854778,118.53168951,38.71325148,113.70543492,17.52524536,J075728.08+383442.7,0.01,0.03,0.01,0.789,0.783,0.785,2.335,2.396,2.426,35.395,37.778,40.631,4.622,4.196,4.112,J075728.08+383442.7,J075728.08+383442.7,J075728.08+383442.7,119.367025,38.57854778,J075728.08+383442.7,J075728.08+383442.7,False,unmatched,,,
J075728.39+443442.0,J075728.39+443442.0,Scd(f),17.14,16.95,16.75,21.77,21.59,21.39,0.0496,5.757e-05,119.36829583,44.57833389,07 57 28.391,+44 34 42.00,5.899,37.611,0.783,Kautsch 2006,174.99385597,30.01238892,119.36829583,44.57833389,118.4871058,44.71294401,112.37144569,23.39357359,J075728.39+443442.0,0.03,0.02,0.03,0.773,0.783,0.783,2.733,2.637,2.663,35.087,37.611,38.684,5.748,5.899,5.363,J075728.39+443442.0,J075728.39+443442.0,J075728.39+443442.0,119.36829583,44.57833389,J075728.39+443442.0,J075728.39+443442.0,False,unmatched,,,
J075728.88+462843.2,J075728.88+462843.2,Sc(f) ,17.31,16.77,16.49,21.83,21.29,21.01,0.0528,5.878e-05,119.37035417,46.47867111,07 57 28.885,+46 28 43.22,4.166,33.54,0.716,Kautsch 2006,172.82465769,30.31923305,119.37035417,46.47867111,118.47264373,46.61325445,111.92646755,25.25015356,J075728.88+462843.2,0.02,0.02,0.02,0.735,0.716,0.718,2.424,2.659,2.534,32.147,33.54,34.558,4.656,4.166,3.832,J075728.88+462843.2,J075728.88+462843.2,J075728.88+462843.2,119.37035417,46.47867111,J075728.88+462843.2,J075728.88+462843.2,False,unmatched,,,
J075736.28+410652.6,J075736.28+410652.6,Sb(f) ,16.99,16.26,15.87,21.16,20.42,20.04,0.0415,8.107e-05,119.4011875,41.11462,07 57 36.285,+41 06 52.63,3.921,36.347,0.608,Kautsch 2006,178.91676155,29.38949906,119.4011875,41.11462,118.54757284,41.24942935,113.18028751,20.01224596,J075736.28+410652.6,0.03,0.03,0.01,0.612,0.608,0.592,2.704,2.951,2.962,32.815,36.347,36.835,4.294,3.921,3.938,J075736.28+410652.6,J075736.28+410652.6,J075736.28+410652.6,119.4011875,41.11462,J075736.28+410652.6,J075736.28+410652.6,False,unmatched,,,
J075743.80+462937.1,J075743.80+462937.1,Sb(f) ,16.23,15.54,15.15,21.29,20.6,20.21,0.0523,7.914e-05,119.43252083,46.49365917,07 57 43.805,+46 29 37.17,4.926,53.894,0.707,Kautsch 2006,172.8149717,30.36380784,119.43252083,46.49365917,118.53482884,46.62850673,111.96910238,25.27403059,J075743.80+462937.1,0.04,0.04,0.04,0.704,0.707,0.691,2.699,2.919,3.006,54.158,53.894,60.829,5.85,4.926,5.173,J075743.80+462937.1,J075743.80+462937.1,J075743.80+462937.1,119.43252083,46.49365917,J075743.80+462937.1,J075743.80+462937.1,False,unmatched,,,
J075806.15+422323.1,J075806.15+422323.1,Sc(f) ,17.08,16.75,16.58,22.32,22.0,21.83,0.0318,5.281e-05,119.52563333,42.38977306,07 58 06.152,+42 23 23.18,4.733,46.389,0.714,Kautsch 2006,177.5002875,29.73094403,119.52563333,42.38977306,118.66251816,42.52509036,112.99238084,21.27862497,J075806.15+422323.1,0.03,0.07,0.03,0.721,0.714,0.682,2.545,2.573,2.488,40.843,46.389,45.108,4.458,4.733,4.26,J075806.15+422323.1,J075806.15+422323.1,J075806.15+422323.1,119.52563333,42.38977306,J075806.15+422323.1,J075806.15+422323.1,False,unmatched,,,
J075814.40+421607.0,J075814.40+421607.0,Sc(f) ,15.45,14.69,14.27,21.25,20.49,20.08,,,119.5600125,42.26863889,07 58 14.403,+42 16 07.10,3.659,65.762,0.488,Kautsch 2006,177.6428061,29.7328722,119.5600125,42.26863889,118.6979145,42.40410426,113.04637666,21.16555,J075814.40+421607.0,0.03,0.03,0.03,0.456,0.488,0.471,2.396,2.419,2.432,59.537,65.762,67.536,3.813,3.659,3.393,J075814.40+421607.0,J075814.40+421607.0,J075814.40+421607.0,119.5600125,42.26863889,J075814.40+421607.0,J075814.40+421607.0,False,unmatched,,,
J075814.94+442616.1,J075814.94+442616.1,Sc(f) ,17.23,16.88,16.7,22.38,22.03,21.86,0.0231,6.192e-05,119.56225833,44.4378275,07 58 14.942,+44 26 16.18,2.564,31.288,0.584,Kautsch 2006,175.18098385,30.12485868,119.56225833,44.4378275,118.68269303,44.57326482,112.55124802,23.28577202,J075814.94+442616.1,0.02,0.02,0.03,0.632,0.584,0.555,2.198,2.241,2.362,32.127,31.288,32.178,3.075,2.564,2.544,J075814.94+442616.1,J075814.94+442616.1,J075814.94+442616.1,119.56225833,44.4378275,J075814.94+442616.1,J075814.94+442616.1,False,unmatched,,,
J075816.58+395000.2,J075816.58+395000.2,Sd(f) ,15.39,15.02,14.87,22.32,21.95,21.81,,,119.56911667,39.83340278,07 58 16.588,+39 50 00.25,5.405,91.949,0.827,Kautsch 2006,180.38450032,29.24761948,119.56911667,39.83340278,118.72526797,39.96894612,113.5947289,18.78544982,J075816.58+395000.2,0.01,,0.01,0.841,0.827,0.822,2.053,2.043,2.03,93.814,91.949,95.098,6.49,5.405,5.434,J075816.58+395000.2,J075816.58+395000.2,J075816.58+395000.2,119.56911667,39.83340278,J075816.58+395000.2,J075816.58+395000.2,False,unmatched,,,
J075859.54+345119.9,J075859.54+345119.9,Sd(f) ,17.72,17.17,16.86,22.62,22.07,21.76,,,119.74809167,34.85555111,07 58 59.542,+34 51 19.98,6.161,37.985,0.822,Kautsch 2006,185.94050725,28.2139823,119.74809167,34.85555111,118.93809256,34.99192613,114.80491035,13.94272907,J075859.54+345119.9,0.03,0.03,0.09,0.838,0.822,0.822,2.379,2.442,2.384,35.103,37.985,39.053,6.728,6.161,6.393,J075859.54+345119.9,J075859.54+345119.9,J075859.54+345119.9,119.74809167,34.85555111,J075859.54+345119.9,J075859.54+345119.9,False,unmatched,,,
